date,short_code,isin_code,bond_name,market_type,close_price,close_change,close_yield,open_price,open_yield,high_price,high_yield,low_price,low_yield,volume,trading_value
2026-08-07,B000401D7,KR6000401D70,롯데손해보험11(후),일반채권,9387.0,-6.0,8.701,9350.0,8.775,9387.0,8.701,9350.0,8.775,950000,890655
2026-08-07,B000401DC,KR6000401DC0,롯데손해보험13(후),일반채권,9200.0,-90.0,8.785,9118.5,8.945,9200.0,8.785,9118.5,8.945,1210000,1105050
2026-08-07,B000401E6,KR6000401E61,롯데손해보험15(후),일반채권,8850.5,-89.5,8.978,8850.5,8.978,8939.0,8.808,8850.5,8.978,2000000,1770188
2026-08-07,B000401EB,KR6000401EB0,롯데손해보험17(후),일반채권,8799.5,-89.0,8.283,8700.0,8.465,8799.5,8.283,8700.0,8.465,12010000,10567201
2026-08-07,B000541C5,KR6000541C56,흥국화재신종자본증권3,일반채권,9825.0,-120.0,6.741,9850.0,6.72,9850.0,6.72,9806.0,6.757,16420000,16157566
2026-08-07,B000541E9,KR6000541E96,흥국화재22(후),일반채권,9395.0,20.0,7.322,9315.0,7.459,9395.0,7.322,9315.0,7.459,11230000,10460825
2026-08-07,B000541F3,KR6000541F38,흥국화재신종자본증권5,일반채권,9000.0,1.0,6.971,9050.0,6.927,9050.0,6.927,8861.0,7.096,4040000,3635469
2026-08-07,B0007K1G2,KR60007K1G22,대신자산신탁6,일반채권,10050.0,19.9,5.202,10050.0,5.202,10050.0,5.202,10050.0,5.202,32700000,32863500
2026-08-07,B000821EA,KR6000821EA1,롯데건설149-1,일반채권,10030.0,5.0,4.86,10024.5,5.125,10030.0,4.86,10024.5,5.125,59560000,59715893
2026-08-07,B000822EA,KR6000822EA9,롯데건설149-2,일반채권,10019.0,-19.0,5.707,10019.0,5.707,10019.0,5.707,9983.5,6.011,11980000,11968912
2026-08-07,B001792F4,KR6001792F40,대한제당127,일반채권,9864.1,0.0,4.535,9864.1,4.535,9864.1,4.535,9864.1,4.535,100000,98641
2026-08-07,B002322F1,KR6002322F13,한진122-2,일반채권,10020.0,0.0,4.133,10019.9,4.134,10020.0,4.133,10019.9,4.134,1500000,1502999
2026-08-07,B002322F5,KR6002322F54,한진123-2,일반채권,10020.0,40.0,4.379,9980.0,4.612,10020.0,4.379,9980.0,4.612,15290000,15317800
2026-08-07,B002322G1,KR6002322G12,한진126-2,일반채권,9652.0,0.0,5.741,9652.0,5.741,9652.0,5.741,9652.0,5.741,350000,337820
2026-08-07,B002551F3,KR6002551F31,케이비손해보험3(후),일반채권,9565.5,-34.5,4.913,9550.0,4.936,9650.0,4.789,9550.0,4.936,1240000,1184714
2026-08-07,B003342F2,KR6003342F25,SK에코플랜트182-2,일반채권,10028.0,1.0,3.293,10028.0,3.293,10028.0,3.293,10028.0,3.293,16600000,16646480
2026-08-07,B003342G2,KR6003342G24,SK에코플랜트185-1,일반채권,9990.0,0.0,4.365,9990.0,4.365,9990.0,4.365,9990.0,4.365,40000,39960
2026-08-07,B003343F2,KR6003343F24,SK에코플랜트182-3,일반채권,10040.0,0.0,4.368,10040.0,4.368,10040.0,4.368,10040.0,4.368,10000,10040
2026-08-07,B003343G7,KR6003343G72,SK에코플랜트186-3,일반채권,10073.0,10.0,4.824,10073.0,4.824,10073.0,4.824,10070.0,4.839,157720000,158863360
2026-08-07,B003412B9,KR6003412B99,쌍용씨앤이316-2,일반채권,10006.1,-15.9,6.247,10000.0,6.812,10006.1,6.247,10000.0,6.812,600000,600305
2026-08-07,B003492E2,KR6003492E24,대한항공106-2,일반채권,10110.0,10.0,4.069,10110.0,4.069,10110.0,4.069,10110.0,4.069,65600000,66321600
2026-08-07,B003492E6,KR6003492E65,대한항공107-2,일반채권,10050.0,50.2,3.946,10050.0,3.946,10050.0,3.946,10050.0,3.946,10000000,10050000
2026-08-07,B003492EA,KR6003492EA8,대한항공108-2,일반채권,9800.0,-155.0,4.868,9700.0,5.212,9800.0,4.868,9700.0,5.212,3210000,3144800
2026-08-07,B003492G6,KR6003492G63,대한항공118-2,일반채권,10090.0,0.0,4.644,10090.0,4.644,10090.0,4.644,10090.0,4.644,55710000,56211390
2026-08-07,B003493E2,KR6003493E23,대한항공106-3,일반채권,10130.0,10.0,4.636,10130.0,4.636,10130.0,4.636,10130.0,4.636,20000000,20260000
2026-08-07,B003493F9,KR6003493F97,대한항공112-3,일반채권,9600.0,-50.0,4.551,9650.0,4.455,9650.0,4.455,9599.5,4.552,142010000,136331563
2026-08-07,B003691D3,KR6003691D32,코리안리재보험신종자본증권 5,일반채권,10071.0,0.0,5.472,10050.0,5.487,10119.0,5.438,10050.0,5.487,20430000,20668266
2026-08-07,B0040529A,KR60040529A4,에이치디현대오일뱅크121-2,일반채권,9993.2,0.0,2.916,9975.0,3.908,9993.2,2.916,9970.0,4.182,10330000,10302205
2026-08-07,B005283F9,KR6005283F96,부산은행2025-09이1A-26,일반채권,10013.9,0.0,3.737,10013.9,3.737,10013.9,3.737,10013.9,3.737,2000000,2002780
2026-08-07,B005831G6,KR6005831G68,DB손보신종자본증권 4,일반채권,10081.0,1.0,5.302,10081.0,5.302,10081.0,5.302,10081.0,5.302,20000,20162
2026-08-07,B006221E2,KR6006221E25,제주은행 조건부(상)6(신종-영구-5콜)(사),일반채권,10050.0,0.0,5.683,10050.0,5.683,10050.0,5.683,10050.0,5.683,9200000,9246000
2026-08-07,B008272F6,KR6008272F69,산은캐피탈768-2,일반채권,9872.1,0.0,4.016,9872.1,4.016,9872.1,4.016,9872.1,4.016,51020000,50367453
2026-08-07,B009201F2,KR6009201F22,무림페이퍼106,일반채권,9912.7,0.0,5.7,9912.7,5.7,9912.7,5.7,9912.7,5.7,50000,49563
2026-08-07,B011331FB,KR6011331FB3,유니켐41,일반채권,7400.0,250.0,20.37,7399.0,20.376,7400.0,20.37,7399.0,20.376,4830000,3573939
2026-08-07,B011791G2,KR6011791G23,SKC146-1,일반채권,9998.0,-1.9,4.268,9999.9,4.255,9999.9,4.255,9998.0,4.268,2020000,2019598
2026-08-07,B023532E1,KR6023532E16,롯데쇼핑98-2,일반채권,10020.0,0.0,4.335,10000.0,4.79,10020.0,4.335,10000.0,4.79,5220000,5226680
2026-08-07,B023764E9,KR6023764E98,한국캐피탈535-4,일반채권,10053.0,0.0,5.37,10053.0,5.37,10053.0,5.37,10053.0,5.37,100000,100530
2026-08-07,B023764F2,KR6023764F22,한국캐피탈542-1,일반채권,10080.0,0.0,7.329,10070.0,10.148,10080.0,7.329,10070.0,10.148,4960000,4998720
2026-08-07,B023765F3,KR6023765F39,한국캐피탈544-1,일반채권,10055.7,5.7,3.621,10055.7,3.621,10055.7,3.621,10040.0,4.868,30000,30150
2026-08-07,B023766F4,KR6023766F46,한국캐피탈546-3,일반채권,9977.6,17.6,4.514,9977.6,4.514,9977.6,4.514,9977.6,4.514,5640000,5627364
2026-08-07,B02376AG7,KR602376AG79,한국캐피탈571-5,일반채권,10011.0,2.0,5.244,10011.0,5.244,10011.0,5.244,10011.0,5.244,700000000,700770000
2026-08-07,B023785F1,KR6023785F19,신한캐피탈507-5,일반채권,9903.6,0.0,4.04,9903.6,4.04,9903.6,4.04,9903.6,4.04,2250000,2228310
2026-08-07,B025102E3,KR6025102E37,포스코이앤씨63-2,일반채권,10020.1,0.0,5.739,10020.1,5.739,10020.1,5.739,10020.1,5.739,27800000,27855878
2026-08-07,B025901F3,KR6025901F39,동화기업23,일반채권,9900.0,0.0,7.499,9901.0,7.481,10000.0,5.761,9900.0,7.499,215720000,213689100
2026-08-07,B025901G6,KR6025901G61,동화기업25,일반채권,9786.0,-28.0,8.304,9786.0,8.304,9786.0,8.304,9786.0,8.304,19820000,19395852
2026-08-07,B029272D9,KR6029272D91,SK실트론49-2,일반채권,10094.9,0.0,3.917,10095.0,3.904,10095.0,3.904,10094.9,3.917,2650000,2675165
2026-08-07,B029692E5,KR6029692E50,롯데캐피탈461-2,일반채권,10147.5,0.0,4.442,10147.5,4.442,10147.5,4.442,10147.5,4.442,700000,710325
2026-08-07,B029693BB,KR6029693BB5,롯데캐피탈424-3,일반채권,10000.0,0.0,5.198,10000.0,5.198,10000.0,5.198,10000.0,5.198,10000,10000
2026-08-07,B02969DE4,KR602969DE48,롯데캐피탈460-4,일반채권,10049.5,0.0,4.65,10044.9,4.715,10049.5,4.65,10044.9,4.715,35090000,35247863
2026-08-07,B0302039A,KR60302039A7,KT192-3,일반채권,9250.0,-48.0,4.195,9250.0,4.195,9250.0,4.195,9250.0,4.195,5000000,4625000
2026-08-07,B030625E7,KR6030625E76,롯데카드신종자본증권 2,일반채권,8791.0,190.0,6.662,8201.0,7.206,8791.0,6.662,8201.0,7.206,46470000,39956214
2026-08-07,B030627E5,KR6030627E58,롯데카드신종자본증권 1,일반채권,8871.0,212.0,6.939,8150.0,7.629,8905.0,6.908,8150.0,7.629,306760000,269514176
2026-08-07,B031012F3,KR6031012F33,롯데물산15-2,일반채권,9850.0,0.0,4.938,9850.0,4.938,9850.0,4.938,9850.0,4.938,4170000,4107450
2026-08-07,B034021E9,KR6034021E94,두산에너빌리티79-1,일반채권,10069.0,0.0,3.498,10066.8,3.728,10069.0,3.498,10066.7,3.739,24200000,24361616
2026-08-07,B034022E9,KR6034022E93,두산에너빌리티79-2,일반채권,10099.7,31.8,4.296,10098.9,4.304,10099.7,4.296,10098.9,4.304,13310000,13441926
2026-08-07,B034222B9,KR6034222B94,엘지디스플레이43-2(녹),일반채권,10034.0,0.0,3.455,10034.0,3.455,10034.0,3.455,10034.0,3.455,24120000,24202008
2026-08-07,B034612G4,KR6034612G48,한화호텔앤드리조트50-2,일반채권,9990.0,-40.0,4.666,9990.0,4.666,9990.0,4.666,9990.0,4.666,10350000,10339650
2026-08-07,B034831E8,KR6034831E86,한국토지신탁45-1,일반채권,10032.0,0.0,3.715,10032.0,3.715,10032.0,3.715,10032.0,3.715,20000,20064
2026-08-07,B034832E2,KR6034832E28,한국토지신탁44-2,일반채권,10154.0,-6.0,5.103,10154.0,5.103,10154.0,5.103,10154.0,5.103,1000000,1015400
2026-08-07,B035651G2,KR6035651G21,이랜드월드107,일반채권,9997.8,-0.2,6.782,9986.0,7.024,9999.0,6.757,9920.0,8.388,165140000,164591083
2026-08-07,B035651G4,KR6035651G47,이랜드월드108,일반채권,9978.9,-16.1,6.978,9952.0,7.369,10005.0,6.6,9930.0,7.69,128600000,127887799
2026-08-07,B035652F8,KR6035652F88,이랜드월드106-2,일반채권,10030.0,13.0,6.548,10030.0,6.548,10030.0,6.548,10030.0,6.548,20000,20060
2026-08-07,B039331F9,KR6039331F97,에스엘엘중앙21,일반채권,9499.0,149.0,51.048,9350.0,63.955,9499.9,50.971,9350.0,63.955,107530000,101385881
2026-08-07,B039331G1,KR6039331G13,에스엘엘중앙22,일반채권,8400.0,-99.9,26.756,8600.0,24.2,8600.0,24.2,8400.0,26.756,40660000,34154600
2026-08-07,B039331G4,KR6039331G47,에스엘엘중앙23,일반채권,8200.0,80.0,21.174,8199.0,21.181,8200.0,21.174,8199.0,21.181,19050000,15620296
2026-08-07,B042662EB,KR6042662EB7,한화오션8-2,일반채권,10100.0,0.0,4.407,10130.0,3.415,10130.0,3.415,10100.0,4.407,28010000,28371220
2026-08-07,B042662F2,KR6042662F25,한화오션10-2,일반채권,10072.0,0.0,4.756,10072.0,4.756,10072.0,4.756,10072.0,4.756,1080000,1087776
2026-08-07,B042662F7,KR6042662F74,한화오션11-2,일반채권,9995.0,0.0,4.127,9995.0,4.127,9995.0,4.127,9990.0,4.154,3160000,3158210
2026-08-07,B042662G2,KR6042662G24,한화오션12-2,일반채권,9950.0,30.0,4.826,9950.0,4.826,9950.0,4.826,9950.0,4.826,14950000,14875250
2026-08-07,B046291F9,KR6046291F90,엠지캐피탈387-1,일반채권,10040.0,-1.3,3.927,10042.2,3.756,10042.2,3.756,10040.0,3.927,5090000,5110920
2026-08-07,B046291FC,KR6046291FC6,엠지캐피탈392-1,일반채권,10040.0,0.0,4.737,10040.0,4.737,10040.0,4.737,10040.0,4.737,10000,10040
2026-08-07,B046292FC,KR6046292FC4,엠지캐피탈392-2,일반채권,10031.6,0.0,3.998,10031.6,3.998,10031.6,3.998,10031.6,3.998,30000,30094
2026-08-07,B046293F2,KR6046293F23,엠지캐피탈377-3,일반채권,9960.0,0.0,6.245,9960.0,6.245,9960.0,6.245,9960.0,6.245,20030000,19949880
2026-08-07,B046294EA,KR6046294EA7,엠지캐피탈368-2,일반채권,10038.0,3.0,4.791,10038.0,4.791,10038.0,4.791,10038.0,4.791,80000,80304
2026-08-07,B046297F1,KR6046297F11,엠지캐피탈376-3,일반채권,10032.0,2.0,4.53,10032.0,4.53,10032.0,4.53,10032.0,4.53,20000,20064
2026-08-07,B046297F2,KR6046297F29,엠지캐피탈378-3,일반채권,10034.9,6.9,4.478,10034.9,4.478,10034.9,4.478,10034.9,4.478,10000,10034
2026-08-07,B046297FA,KR6046297FA7,엠지캐피탈389-2,일반채권,9946.0,0.0,4.65,9936.3,4.786,9946.0,4.65,9936.3,4.786,10640000,10578334
2026-08-07,B046297FB,KR6046297FB5,엠지캐피탈391-1,일반채권,10032.5,-22.5,5.494,10032.5,5.494,10032.5,5.494,10032.5,5.494,500000,501625
2026-08-07,B048711EA,KR6048711EA8,여천NCC84-1,일반채권,10020.0,5.0,6.094,10020.0,6.094,10020.0,6.094,10020.0,6.094,9880000,9899760
2026-08-07,B048712EA,KR6048712EA6,여천NCC84-2,일반채권,9950.0,50.0,6.527,9960.0,6.439,9960.0,6.439,9950.0,6.527,690000,687230
2026-08-07,B051913B2,KR6051913B27,LG화학54-3(지),일반채권,9739.2,-2.3,3.774,9739.2,3.774,9739.2,3.774,9739.2,3.774,60000,58435
2026-08-07,B055551C1,KR6055551C16,신한금융조건부(상)11-1(신종-영구-5콜),일반채권,9901.0,0.0,3.944,9901.0,3.944,9901.0,3.944,9901.0,3.944,990000,980199
2026-08-07,B055551D7,KR6055551D72,신한금융조건부(상)14(신종-영구-5콜),일반채권,10230.0,0.0,5.297,10220.0,5.302,10230.0,5.297,10220.0,5.302,20000000,20450000
2026-08-07,B060005C6,KR6060005C67,국민은행조건부(상)4206이(03)영신23,일반채권,10000.0,0.0,4.919,10000.0,4.919,10000.0,4.919,10000.0,4.919,10000,10000
2026-08-07,B064981B1,KR6064981B19,한국남동발전48-1(녹),일반채권,9150.0,0.0,4.002,9150.0,4.002,9150.0,4.002,9150.0,4.002,20000,18300
2026-08-07,B06590A79,KR606590A792,현대카드704-2,일반채권,9938.0,0.0,3.708,9938.0,3.708,9938.0,3.708,9938.0,3.708,20000,19876
2026-08-07,B06657492,KR6066574924,LG전자93-4,일반채권,9120.0,0.0,4.431,9120.0,4.431,9120.0,4.431,9120.0,4.431,50000,45600
2026-08-07,B066971F9,KR6066971F95,엘앤에프7,일반채권,9608.0,37.5,4.477,9570.5,4.576,9608.0,4.477,9570.5,4.576,116430000,111767900
2026-08-07,B067171G1,KR6067171G17,오텍13,일반채권,9010.0,0.0,6.673,9200.0,6.149,9200.0,6.149,9010.0,6.673,80240000,73820040
2026-08-07,B068172BB,KR6068172BB2,한국동서발전40-2,일반채권,9982.5,0.0,3.624,9985.0,3.519,9985.0,3.519,9982.5,3.624,301910000,301421733
2026-08-07,B073981D5,KR6073981D59,교보생명보험신종자본증권 4(지),일반채권,10190.0,-10.0,5.761,10227.0,5.734,10227.0,5.734,10190.0,5.761,9450000,9662850
2026-08-07,B073981EB,KR6073981EB3,교보생명보험신종자본증권 6,일반채권,9800.0,0.0,4.8,9800.0,4.8,9800.0,4.8,9800.0,4.8,10000,9800
2026-08-07,B079161C7,KR6079161C75,씨제이 씨지브이35CB(신종),일반채권,10379.0,-21.0,0.0,10356.0,0.0,10393.0,0.0,10350.0,0.0,379750000,393661440
2026-08-07,B079161F7,KR6079161F72,씨제이 씨지브이41-1,일반채권,10016.0,25.3,5.649,10020.0,5.559,10022.0,5.515,10000.1,6.007,89720000,89881513
2026-08-07,B079162F7,KR6079162F71,씨제이 씨지브이41-2,일반채권,10004.8,4.8,5.825,9980.0,6.095,10004.8,5.825,9980.0,6.095,36900000,36840445
2026-08-07,B082481C9,KR6082481C98,에이비엘생명보험1(후),일반채권,10130.0,0.0,6.474,10130.0,6.474,10131.0,6.472,10130.0,6.474,60830000,61621300
2026-08-07,B082481D3,KR6082481D30,에이비엘생명보험2(후),일반채권,10168.5,0.0,6.365,10144.0,6.411,10168.5,6.365,10144.0,6.411,62740000,63765174
2026-08-07,B082481E9,KR6082481E96,에이비엘생명보험3(후),일반채권,10040.0,29.0,5.857,9950.0,5.997,10040.0,5.857,9950.0,5.997,191510000,191326192
2026-08-07,B082481EC,KR6082481EC1,에이비엘생명보험4(후),일반채권,9785.0,-65.0,5.727,9898.0,5.555,9898.0,5.555,9785.0,5.727,123150000,121665267
2026-08-07,B086521F2,KR6086521F23,에코프로26-1,일반채권,10109.0,0.0,2.89,10109.0,2.89,10109.0,2.89,10109.0,2.89,10000,10109
2026-08-07,B086791C6,KR6086791C60,하나금융조건부(상)11,일반채권,10047.0,0.0,4.561,10047.0,4.561,10047.0,4.561,10047.0,4.561,10000,10047
2026-08-07,B086791D8,KR6086791D85,하나금융조건부(상)13,일반채권,10020.0,0.0,5.239,10020.0,5.239,10020.0,5.239,10020.0,5.239,31980000,32043960
2026-08-07,B086891DC,KR6086891DC9,이수앱지스8CB,일반채권,10551.0,16.0,0.0,10527.6,0.0,11010.0,0.0,10527.6,0.0,302550000,329345728
2026-08-07,B086951C6,KR6086951C66,푸본현대생명보험20(후),일반채권,9800.0,169.0,6.752,9750.0,6.858,9800.0,6.752,9750.0,6.858,46270000,45342796
2026-08-07,B086951D4,KR6086951D40,푸본현대생명보험23(후),일반채권,9324.0,23.5,8.677,9787.5,7.751,9787.5,7.751,9316.0,8.694,4740000,4529927
2026-08-07,B086951D6,KR6086951D65,푸본현대생명보험24(후),일반채권,9332.0,18.0,8.658,9500.0,8.321,9500.0,8.321,9320.5,8.681,14220000,13410252
2026-08-07,B086951E3,KR6086951E31,푸본현대생명보험26(후),일반채권,8955.0,0.0,8.871,9100.0,8.592,9100.0,8.592,8955.0,8.871,60000,54452
2026-08-07,B086951E5,KR6086951E56,푸본현대생명보험27(후),일반채권,9059.0,-11.5,8.686,9060.0,8.684,9060.0,8.684,8980.0,8.835,224290000,202111082
2026-08-07,B087801E8,KR6087801E80,케이디비생명보험12(후),일반채권,9880.0,-9.0,6.027,9880.0,6.027,9880.0,6.027,9880.0,6.027,7080000,6995040
2026-08-07,B088351C6,KR6088351C68,한화생명보험3(후),일반채권,10039.0,4.0,5.368,10034.0,5.378,10039.0,5.368,10034.0,5.378,52490000,52678466
2026-08-07,B088351D8,KR6088351D83,한화생명보험4(후),일반채권,10165.0,41.0,5.725,10121.0,5.802,10165.0,5.725,10121.0,5.802,33700000,34160761
2026-08-07,B088351E7,KR6088351E74,한화생명보험신종자본증권 5,일반채권,9715.0,-33.0,5.008,9740.0,4.991,9740.0,4.991,9714.0,5.008,50200000,48892190
2026-08-07,B095081C3,KR6095081C37,흥국생명보험신종자본증권 2,일반채권,9939.0,0.0,4.875,9939.0,4.875,9939.0,4.875,9939.0,4.875,160000000,159024000
2026-08-07,B095081C9,KR6095081C94,흥국생명보험8(후),일반채권,10100.0,0.5,6.033,10105.0,6.024,10105.0,6.024,10047.5,6.136,11350000,11462237
2026-08-07,B095081F2,KR6095081F26,흥국생명보험9(후),일반채권,9550.0,47.5,5.602,9550.0,5.602,9551.0,5.6,9550.0,5.602,12620000,12052110
2026-08-07,B095231FC,KR6095231FC2,애큐온캐피탈252-1,일반채권,10054.9,0.0,3.911,10054.9,3.911,10054.9,3.911,10054.9,3.911,20000,20108
2026-08-07,B095232FB,KR6095232FB2,애큐온캐피탈251-2,일반채권,10020.0,0.0,4.941,10020.0,4.941,10020.0,4.941,10020.0,4.941,20000,20040
2026-08-07,B095234F2,KR6095234F22,애큐온캐피탈241-4,일반채권,10042.4,0.0,4.384,10042.4,4.384,10042.4,4.384,10042.4,4.384,10000,10042
2026-08-07,B095234F3,KR6095234F30,애큐온캐피탈243-4,일반채권,10017.0,1.0,4.775,10021.0,4.707,10021.0,4.707,10017.0,4.775,24010000,24050821
2026-08-07,B095235F9,KR6095235F96,애큐온캐피탈250-5,일반채권,9820.0,40.0,5.586,9820.0,5.586,9820.0,5.586,9820.0,5.586,2490000,2445180
2026-08-07,B095237F9,KR6095237F94,애큐온캐피탈250-7,일반채권,10000.0,0.0,4.548,9830.0,5.445,10000.0,4.548,9830.0,5.445,14160000,13973000
2026-08-07,B0959219A,KR60959219A1,현대커머셜366,일반채권,9613.0,-15.0,4.093,9613.0,4.093,9613.0,4.093,9613.0,4.093,20000,19226
2026-08-07,B103161EB,KR6103161EB6,풀무원식품신종자본증권 77,일반채권,9697.0,-1.0,6.548,9697.0,6.548,9697.0,6.548,9697.0,6.548,980000,950306
2026-08-07,B105561C2,KR6105561C25,KB금융조건부(상)8-1,일반채권,10030.0,0.0,4.024,10030.0,4.024,10030.0,4.024,10030.0,4.024,10000,10030
2026-08-07,B105561C5,KR6105561C58,KB금융조건부(상)9-1,일반채권,10050.0,25.0,4.708,10040.0,4.713,10050.0,4.708,10026.0,4.719,85220000,85603648
2026-08-07,B105561D2,KR6105561D24,KB금융조건부(상)11-2,일반채권,9900.0,0.0,5.083,9900.0,5.083,9900.0,5.083,9900.0,5.083,930000,920700
2026-08-07,B105562B5,KR6105562B58,KB금융조건부(상)6-2(녹),일반채권,9300.0,0.0,3.9,9300.0,3.9,9300.0,3.9,9300.0,3.9,22470000,20897100
2026-08-07,B105563B2,KR6105563B24,KB금융조건부(상)5-3,일반채권,9290.0,89.0,3.557,9290.0,3.557,9290.0,3.557,9290.0,3.557,20090000,18663610
2026-08-07,B108261B8,KR6108261B80,케이비라이프생명보험2(후),일반채권,10045.0,0.0,3.672,10040.0,3.682,10045.0,3.672,10040.0,3.682,1240000,1245218
2026-08-07,B108672B9,KR6108672B91,LX하우시스13-2,일반채권,10000.0,0.0,4.648,10000.0,4.648,10000.0,4.648,10000.0,4.648,360000,360000
2026-08-07,B120112E4,KR6120112E42,코오롱인더스트리65-2,일반채권,9933.0,0.0,5.936,9933.0,5.936,9933.0,5.936,9933.0,5.936,3990000,3963267
2026-08-07,B123272EB,KR6123272EB7,코리아세븐30-2,일반채권,10105.0,0.0,4.407,10099.0,4.651,10105.0,4.407,10099.0,4.651,21840000,22069051
2026-08-07,B123892E4,KR6123892E42,한국자산신탁8-2,일반채권,10100.0,-10.0,5.724,10110.0,5.584,10110.0,5.584,10100.0,5.724,47440000,47944585
2026-08-07,B123892F2,KR6123892F25,한국자산신탁9-2,일반채권,10000.0,0.0,5.761,10020.0,5.626,10020.0,5.626,10000.0,5.761,4400000,4403000
2026-08-07,B138041E2,KR6138041E24,메리츠금융지주신종자본증권 6,일반채권,10043.0,13.0,5.857,10006.0,5.884,10052.0,5.85,10006.0,5.884,1540000,1545130
2026-08-07,B138041F4,KR6138041F49,메리츠금융지주신종자본증권 8,일반채권,9575.0,45.0,5.009,9572.0,5.011,9732.0,4.903,9572.0,5.011,110350000,105660612
2026-08-07,B138931D9,KR6138931D93,BNK금융 조건부(상)10,일반채권,10120.0,20.0,5.672,10050.0,5.711,10120.0,5.672,10050.0,5.711,68960000,69547650
2026-08-07,B138931E2,KR6138931E27,BNK금융 조건부(상)11,일반채권,9901.0,0.0,5.077,9900.0,5.078,9988.0,5.033,9900.0,5.078,92490000,91747495
2026-08-07,B139131D6,KR6139131D65,iM금융지주7(신종-영구-5콜),일반채권,10120.0,0.0,5.768,10040.0,5.814,10120.0,5.768,10040.0,5.814,16700000,16833600
2026-08-07,B139482G1,KR6139482G18,이마트29-2,일반채권,9950.0,0.0,3.887,9950.0,3.887,9950.0,3.887,9950.0,3.887,10000,9950
2026-08-07,B140481F8,KR6140481F83,제이티비씨41,일반채권,3398.0,209.0,130.531,3398.0,130.531,3398.0,130.531,3398.0,130.531,800000,271840
2026-08-07,B140481G2,KR6140481G25,제이티비씨42,일반채권,3100.0,0.0,97.623,2880.1,103.749,3188.0,95.314,2880.1,103.749,76060000,23548431
2026-08-07,B140483F2,KR6140483F24,제이티비씨37-2,일반채권,3197.9,8.9,249.639,3081.0,258.411,3197.9,249.639,3081.0,258.411,1590000,489995
2026-08-07,B150351D9,KR6150351D99,삼척블루파워9,일반채권,10078.0,7.5,4.311,10079.9,4.13,10079.9,4.13,10075.0,4.597,74140000,74719164
2026-08-07,B150351E6,KR6150351E64,삼척블루파워10,일반채권,10115.0,25.0,5.513,10110.0,5.571,10115.0,5.513,10090.0,5.803,106070000,107236580
2026-08-07,B150351E9,KR6150351E98,삼척블루파워11,일반채권,10145.9,46.9,5.36,10098.9,5.8,10145.9,5.36,10098.9,5.8,259120000,261754473
2026-08-07,B150351F4,KR6150351F48,삼척블루파워12,일반채권,9979.0,1.0,5.874,9980.0,5.868,9980.0,5.868,9970.1,5.929,196300000,195886314
2026-08-07,B150351F8,KR6150351F89,삼척블루파워13,일반채권,9970.0,-6.0,5.774,9975.0,5.748,9976.0,5.743,9970.0,5.774,51790000,51659481
2026-08-07,B150351G2,KR6150351G21,삼척블루파워14,일반채권,10074.0,6.0,6.181,10071.5,6.192,10098.0,6.08,10071.5,6.192,266650000,268650857
2026-08-07,B155722G3,KR6155722G30,한화에너지27-2,일반채권,9917.5,0.0,4.54,9917.5,4.54,9917.5,4.54,9917.5,4.54,5010000,4968667
2026-08-07,B157181C3,KR6157181C34,농협생명보험2(후),일반채권,10000.0,0.0,4.439,10000.0,4.439,10000.0,4.439,10000.0,4.439,11710000,11710000
2026-08-07,B166261FB,KR6166261FB5,농협금융 조건부(상)8,일반채권,9690.0,0.0,3.748,9690.0,3.748,9690.0,3.748,9690.0,3.748,1500000000,1453500000
2026-08-07,B169371E6,KR6169371E60,메리츠캐피탈신종자본증권 257,일반채권,10050.0,-139.0,6.667,10187.0,6.559,10187.0,6.559,10050.0,6.667,3190000,3248595
2026-08-07,B169376F6,KR6169376F64,메리츠캐피탈신종자본증권 280,일반채권,9615.0,13.0,5.701,9615.0,5.701,9615.0,5.701,9615.0,5.701,10000,9615
2026-08-07,B169379E5,KR6169379E54,메리츠캐피탈256-4,일반채권,10185.0,0.0,-12.433,10185.0,-12.433,10185.0,-12.433,10185.0,-12.433,30000,30555
2026-08-07,B175331E4,KR6175331E41,JB금융지주조건부(상)7(신종-영구-5콜),일반채권,10039.0,0.0,5.186,10039.0,5.186,10039.0,5.186,10039.0,5.186,100000,100390
2026-08-07,B175331E9,KR6175331E90,JB금융지주조건부(상)8(신종-영구-5콜),일반채권,9750.0,0.0,4.786,9750.0,4.786,9750.0,4.786,9750.0,4.786,3320000,3237000
2026-08-07,B175331EC,KR6175331EC6,JB금융지주조건부(상)9(신종-영구-5콜),일반채권,9900.0,0.0,5.001,9900.0,5.001,9900.0,5.001,9900.0,5.001,2020000,1999800
2026-08-07,B181651DA,KR6181651DA5,에스케이인천석화신종2,일반채권,10050.0,-26.0,7.289,10050.0,7.289,10050.0,7.289,10050.0,7.289,15440000,15517200
2026-08-07,B181652C2,KR6181652C26,에스케이인천석유화학23-2,일반채권,10020.0,0.0,3.498,10020.0,3.498,10020.0,3.498,10020.0,3.498,20000000,20040000
2026-08-07,B192521C5,KR6192521C55,경남은행 조건부(상)22-05이(신)영A10(사),일반채권,10024.0,-86.0,5.253,10024.0,5.253,10024.0,5.253,10024.0,5.253,10000,10024
2026-08-07,B206352E9,KR6206352E97,에스케이어드밴스드14-2,일반채권,10027.9,2.9,8.498,10028.0,8.487,10028.0,8.487,10023.0,9.055,517020000,518324115
