isinCd,modified_duration,calculation_status,duration_sensitivity
KR2005052E82,,NO_MARKET_DATA,
KR2005052E90,,NO_MARKET_DATA,
KR20060118A5,,NO_MARKET_DATA,
KR2006011911,,NO_MARKET_DATA,
KR2006011986,,NO_MARKET_DATA,
KR2006011994,,NO_MARKET_DATA,
KR2006011C33,,NO_MARKET_DATA,
KR6004052G22,,NO_MARKET_DATA,
KR6004053973,,NO_MARKET_DATA,
KR60040539A3,,NO_MARKET_DATA,
KR6004053A27,,NO_MARKET_DATA,
KR6004053A76,,NO_MARKET_DATA,
KR6004053AA5,,NO_MARKET_DATA,
KR6004053B18,,NO_MARKET_DATA,
KR353101DE39,,NO_MARKET_DATA,
KR353101DE47,,NO_MARKET_DATA,
KR353101DE54,,NO_MARKET_DATA,
KR6000031G42,,NO_MARKET_DATA,
KR6000031G59,,NO_MARKET_DATA,
KR6004948E71,,NO_MARKET_DATA,
KR60107R1G58,,NO_MARKET_DATA,
KR6000031G67,,NO_MARKET_DATA,
KR6000031G75,,NO_MARKET_DATA,
KR6000031G83,,NO_MARKET_DATA,
KR6000032856,,NO_MARKET_DATA,
KR6000032930,,NO_MARKET_DATA,
KR6000032A62,,NO_MARKET_DATA,
KR6000032E19,,NO_MARKET_DATA,
KR6005301F94,,NO_MARKET_DATA,
KR6005301G44,,NO_MARKET_DATA,
KR6005302F28,,NO_MARKET_DATA,
KR6005302F93,,NO_MARKET_DATA,
KR6005302G43,,NO_MARKET_DATA,
KR60053039A8,,NO_MARKET_DATA,
KR6005303B13,,NO_MARKET_DATA,
KR60116C1FC3,,NO_MARKET_DATA,
KR60116X1FA2,,NO_MARKET_DATA,
KR6011761G37,,NO_MARKET_DATA,
KR6006221EA8,,NO_MARKET_DATA,
KR6006221EC4,,NO_MARKET_DATA,
KR6006221F32,,NO_MARKET_DATA,
KR6006221G49,,NO_MARKET_DATA,
KR6006221G56,,NO_MARKET_DATA,
KR6006222G55,,NO_MARKET_DATA,
KR60125K1FB4,,NO_MARKET_DATA,
KR60125L1FB3,,NO_MARKET_DATA,
KR60125M1FB2,,NO_MARKET_DATA,
KR60125N1FB1,,NO_MARKET_DATA,
KR60125P1FB9,,NO_MARKET_DATA,
KR2006011D65,,NO_MARKET_DATA,
KR2006011E31,,NO_MARKET_DATA,
KR2006011E64,,NO_MARKET_DATA,
KR2006011EC8,,NO_MARKET_DATA,
KR2006011F14,,NO_MARKET_DATA,
KR2006011F22,,NO_MARKET_DATA,
KR2006011F30,,NO_MARKET_DATA,
KR2006011F48,,NO_MARKET_DATA,
KR2006011F55,,NO_MARKET_DATA,
KR2006011F71,,NO_MARKET_DATA,
KR2006011F89,,NO_MARKET_DATA,
KR354408GBA0,,NO_MARKET_DATA,
KR354408GBB8,,NO_MARKET_DATA,
KR354408GBC6,,NO_MARKET_DATA,
KR60085KLF72,,NO_MARKET_DATA,
KR60085KMF71,,NO_MARKET_DATA,
KR60085KNF70,,NO_MARKET_DATA,
KR2088022EA0,,NO_MARKET_DATA,
KR60085KPF78,,NO_MARKET_DATA,
KR60085KQF77,,NO_MARKET_DATA,
KR60085KRF76,,NO_MARKET_DATA,
KR6000032E68,,NO_MARKET_DATA,
KR6000032E84,,NO_MARKET_DATA,
KR6004948982,,NO_MARKET_DATA,
KR6004948D80,,NO_MARKET_DATA,
KR6004948E97,,NO_MARKET_DATA,
KR6004948EA8,,NO_MARKET_DATA,
KR6004948F96,,NO_MARKET_DATA,
KR6004948FA5,,NO_MARKET_DATA,
KR6004948G20,,NO_MARKET_DATA,
KR6004948G38,,NO_MARKET_DATA,
KR6004949980,,NO_MARKET_DATA,
KR6011762E38,,NO_MARKET_DATA,
KR6011762G36,,NO_MARKET_DATA,
KR6011781F67,,NO_MARKET_DATA,
KR6011782E42,,NO_MARKET_DATA,
KR6011782F66,,NO_MARKET_DATA,
KR6011791EA3,,NO_MARKET_DATA,
KR6011791F65,,NO_MARKET_DATA,
KR6011791G23,1.3818768609734189,CALCULATED,중간
KR310208GF60,,NO_MARKET_DATA,
KR310208GF78,,NO_MARKET_DATA,
KR310208GF86,,NO_MARKET_DATA,
KR60125R1FB7,,NO_MARKET_DATA,
KR60125S1FB6,,NO_MARKET_DATA,
KR60125T1FB5,,NO_MARKET_DATA,
KR60125V1FB1,,NO_MARKET_DATA,
KR60125W1FB0,,NO_MARKET_DATA,
KR60125X1FB9,,NO_MARKET_DATA,
KR310218GG18,,NO_MARKET_DATA,
KR310218GG42,,NO_MARKET_DATA,
KR310218GG67,,NO_MARKET_DATA,
KR35090172C0,,NO_MARKET_DATA,
KR310219GC60,,NO_MARKET_DATA,
KR2006011FA9,,NO_MARKET_DATA,
KR2006011FC5,,NO_MARKET_DATA,
KR2006012B82,,NO_MARKET_DATA,
KR2006012B90,,NO_MARKET_DATA,
KR2006012D56,,NO_MARKET_DATA,
KR2006012D72,,NO_MARKET_DATA,
KR2006012DB0,,NO_MARKET_DATA,
KR2006012DC8,,NO_MARKET_DATA,
KR2006012E89,,NO_MARKET_DATA,
KR2006012EB8,,NO_MARKET_DATA,
KR2006012EC6,,NO_MARKET_DATA,
KR60085KSF75,,NO_MARKET_DATA,
KR60085KTF74,,NO_MARKET_DATA,
KR60085T1F79,,NO_MARKET_DATA,
KR60085T1G45,,NO_MARKET_DATA,
KR2088022E77,,NO_MARKET_DATA,
KR2088022E85,,NO_MARKET_DATA,
KR2088022E93,,NO_MARKET_DATA,
KR2088022EB8,,NO_MARKET_DATA,
KR2088022EC6,,NO_MARKET_DATA,
KR2088022F19,,NO_MARKET_DATA,
KR2088022F27,,NO_MARKET_DATA,
KR6004949E96,,NO_MARKET_DATA,
KR60107K1F96,,NO_MARKET_DATA,
KR60107P1F95,,NO_MARKET_DATA,
KR60107P1FA3,,NO_MARKET_DATA,
KR60107Z1FA1,,NO_MARKET_DATA,
KR60107Z2FA9,,NO_MARKET_DATA,
KR6010851FB1,,NO_MARKET_DATA,
KR60108M1FA5,,NO_MARKET_DATA,
KR60108V1F91,,NO_MARKET_DATA,
KR6010951C25,,NO_MARKET_DATA,
KR6010951D65,,NO_MARKET_DATA,
KR310208GF94,,NO_MARKET_DATA,
KR310208GFA8,,NO_MARKET_DATA,
KR310208GFB6,,NO_MARKET_DATA,
KR310208GFC4,,NO_MARKET_DATA,
KR310208GG10,,NO_MARKET_DATA,
KR310208GG28,,NO_MARKET_DATA,
KR354401JBA9,,NO_MARKET_DATA,
KR354401JBB7,,NO_MARKET_DATA,
KR310208GG36,,NO_MARKET_DATA,
KR310208GG44,,NO_MARKET_DATA,
KR350801G384,,NO_MARKET_DATA,
KR310219GEB6,,NO_MARKET_DATA,
KR310219GF91,,NO_MARKET_DATA,
KR310219GFA5,,NO_MARKET_DATA,
KR310219GFB3,,NO_MARKET_DATA,
KR310219GG17,,NO_MARKET_DATA,
KR310219GG41,,NO_MARKET_DATA,
KR310219GG66,,NO_MARKET_DATA,
KR35090171C2,,NO_MARKET_DATA,
KR3509017264,,NO_MARKET_DATA,
KR3509017272,,NO_MARKET_DATA,
KR354402J886,,NO_MARKET_DATA,
KR2006012F13,,NO_MARKET_DATA,
KR2006014B80,,NO_MARKET_DATA,
KR2006014B98,,NO_MARKET_DATA,
KR2006014C30,,NO_MARKET_DATA,
KR2006014C48,,NO_MARKET_DATA,
KR2006014C55,,NO_MARKET_DATA,
KR2006014C71,0.9394235793505726,CALCULATED,중간
KR2006014DA8,,NO_MARKET_DATA,
KR2006014DC4,,NO_MARKET_DATA,
KR2006014E20,,NO_MARKET_DATA,
KR2006014E38,,NO_MARKET_DATA,
KR2088022F35,,NO_MARKET_DATA,
KR2088022F43,,NO_MARKET_DATA,
KR2088022F50,,NO_MARKET_DATA,
KR350107GBA2,,NO_MARKET_DATA,
KR350107GBB0,,NO_MARKET_DATA,
KR350107GC12,,NO_MARKET_DATA,
KR350107GC38,,NO_MARKET_DATA,
KR350107GE85,,NO_MARKET_DATA,
KR350107GE93,,NO_MARKET_DATA,
KR350107GEA6,,NO_MARKET_DATA,
KR350107GEB4,,NO_MARKET_DATA,
KR310203GFC5,,NO_MARKET_DATA,
KR310203GG15,,NO_MARKET_DATA,
KR310203GG23,,NO_MARKET_DATA,
KR310203GG31,,NO_MARKET_DATA,
KR310203GG49,,NO_MARKET_DATA,
KR350702GF83,,NO_MARKET_DATA,
KR350702GF91,,NO_MARKET_DATA,
KR350702GFA1,,NO_MARKET_DATA,
KR350702GFB9,,NO_MARKET_DATA,
KR350702GG17,,NO_MARKET_DATA,
KR350702GG25,,NO_MARKET_DATA,
KR350801G392,,NO_MARKET_DATA,
KR350801G426,,NO_MARKET_DATA,
KR350801G442,,NO_MARKET_DATA,
KR354401JB64,,NO_MARKET_DATA,
KR354401JB72,,NO_MARKET_DATA,
KR354401JB80,,NO_MARKET_DATA,
KR354401JB98,,NO_MARKET_DATA,
KR354401JBC5,,NO_MARKET_DATA,
KR354401JC14,,NO_MARKET_DATA,
KR354401JC22,,NO_MARKET_DATA,
KR354402J894,,NO_MARKET_DATA,
KR354402J8A1,,NO_MARKET_DATA,
KR354402J8B9,,NO_MARKET_DATA,
KR354402J8C7,,NO_MARKET_DATA,
KR354402J910,,NO_MARKET_DATA,
KR354402J928,,NO_MARKET_DATA,
KR354402J936,,NO_MARKET_DATA,
KR354402J944,,NO_MARKET_DATA,
KR354402J951,,NO_MARKET_DATA,
KR354416GE83,,NO_MARKET_DATA,
KR2006014FC9,,NO_MARKET_DATA,
KR2007022G42,,NO_MARKET_DATA,
KR2007022G67,,NO_MARKET_DATA,
KR2007022G75,4.769701678273115,CALCULATED,고민감
KR2007022G83,,EXCLUDED_UNSUPPORTED_TYPE,
KR2007024BA0,,NO_MARKET_DATA,
KR2007024BB8,,NO_MARKET_DATA,
KR2007024C28,,NO_MARKET_DATA,
KR2007024C36,,NO_MARKET_DATA,
KR2007024C44,,NO_MARKET_DATA,
KR2007024C51,,NO_MARKET_DATA,
KR350107GEC2,,NO_MARKET_DATA,
KR350107GF19,,NO_MARKET_DATA,
KR350107GF27,,NO_MARKET_DATA,
KR353101DE70,,NO_MARKET_DATA,
KR353101DE88,,NO_MARKET_DATA,
KR353101DE96,,NO_MARKET_DATA,
KR353101DEA3,,NO_MARKET_DATA,
KR353101DEB1,,NO_MARKET_DATA,
KR353101DEC9,,NO_MARKET_DATA,
KR353101DF20,,NO_MARKET_DATA,
KR6009731EB1,,NO_MARKET_DATA,
KR6009732D97,,NO_MARKET_DATA,
KR60097A1F90,,NO_MARKET_DATA,
KR60097B1F98,,NO_MARKET_DATA,
KR60097F1F81,,NO_MARKET_DATA,
KR60097K1F81,,NO_MARKET_DATA,
KR2101012G29,,NO_MARKET_DATA,
KR2103011FC7,,NO_MARKET_DATA,
KR2106012G77,4.769701678273115,CALCULATED,고민감
KR2106012G85,,EXCLUDED_UNSUPPORTED_TYPE,
KR310101AG63,,NO_MARKET_DATA,
KR350702GG41,,NO_MARKET_DATA,
KR350702GG66,,NO_MARKET_DATA,
KR350702GG74,,NO_MARKET_DATA,
KR3507037074,,NO_MARKET_DATA,
KR3507037256,,NO_MARKET_DATA,
KR3544019333,,NO_MARKET_DATA,
KR3544019341,,NO_MARKET_DATA,
KR3544019R86,,NO_MARKET_DATA,
KR3544019R94,,NO_MARKET_DATA,
KR3544019RA4,,NO_MARKET_DATA,
KR354401JC30,,NO_MARKET_DATA,
KR354415G710,,NO_MARKET_DATA,
KR354415G728,,NO_MARKET_DATA,
KR354415G736,,NO_MARKET_DATA,
KR354415G744,,NO_MARKET_DATA,
KR354415G751,,NO_MARKET_DATA,
KR354415G769,,NO_MARKET_DATA,
KR354415G777,,NO_MARKET_DATA,
KR354415G785,,NO_MARKET_DATA,
KR354415G793,,NO_MARKET_DATA,
KR354416GE91,,NO_MARKET_DATA,
KR354416GEA7,,NO_MARKET_DATA,
KR354416GEB5,,NO_MARKET_DATA,
KR354416GF25,,NO_MARKET_DATA,
KR354416GF82,,NO_MARKET_DATA,
KR354416GF90,,NO_MARKET_DATA,
KR354416GG16,,NO_MARKET_DATA,
KR354416GG32,,NO_MARKET_DATA,
KR354416GG40,,NO_MARKET_DATA,
KR356104GD60,,NO_MARKET_DATA,
KR2007024C69,,NO_MARKET_DATA,
KR2007024C77,,NO_MARKET_DATA,
KR2007024C85,,NO_MARKET_DATA,
KR2007024CA8,,NO_MARKET_DATA,
KR2007024CB6,,NO_MARKET_DATA,
KR2007024CC4,,NO_MARKET_DATA,
KR2007024D19,,NO_MARKET_DATA,
KR2007024D27,,NO_MARKET_DATA,
KR2007024D35,,NO_MARKET_DATA,
KR2007024D43,,NO_MARKET_DATA,
KR2007024D50,,NO_MARKET_DATA,
KR353101DF38,,NO_MARKET_DATA,
KR353101DF61,,NO_MARKET_DATA,
KR353101GEC2,,NO_MARKET_DATA,
KR354408GCB6,,NO_MARKET_DATA,
KR354408GCC4,,NO_MARKET_DATA,
KR354408GD19,,NO_MARKET_DATA,
KR355201DD91,,NO_MARKET_DATA,
KR354408GD27,,NO_MARKET_DATA,
KR354408GD43,,NO_MARKET_DATA,
KR354408GD50,,NO_MARKET_DATA,
KR350202GFB0,,NO_MARKET_DATA,
KR350202GG20,,NO_MARKET_DATA,
KR350202GG61,,NO_MARKET_DATA,
KR350203GAB9,,NO_MARKET_DATA,
KR350203GBB7,,NO_MARKET_DATA,
KR350204GAB7,,NO_MARKET_DATA,
KR3507017233,,NO_MARKET_DATA,
KR3507017258,,NO_MARKET_DATA,
KR3507017282,,NO_MARKET_DATA,
KR3507017316,,NO_MARKET_DATA,
KR3507017T26,,NO_MARKET_DATA,
KR3544019RB2,,NO_MARKET_DATA,
KR3544019S10,,NO_MARKET_DATA,
KR3544019S36,,NO_MARKET_DATA,
KR3544019S44,,NO_MARKET_DATA,
KR3544019S77,,NO_MARKET_DATA,
KR354413G939,,NO_MARKET_DATA,
KR354413G962,,NO_MARKET_DATA,
KR354413G988,,NO_MARKET_DATA,
KR354413G996,,NO_MARKET_DATA,
KR354413G9A9,,NO_MARKET_DATA,
KR354415G7B9,,NO_MARKET_DATA,
KR356102GD39,,NO_MARKET_DATA,
KR356102GD47,,NO_MARKET_DATA,
KR356102GD54,,NO_MARKET_DATA,
KR356102GD62,,NO_MARKET_DATA,
KR356102GD88,,NO_MARKET_DATA,
KR356102GD96,,NO_MARKET_DATA,
KR356102GDA3,,NO_MARKET_DATA,
KR356102GDB1,,NO_MARKET_DATA,
KR356102GDC9,,NO_MARKET_DATA,
KR356102GE12,,NO_MARKET_DATA,
KR356104GD78,,NO_MARKET_DATA,
KR356104GD86,,NO_MARKET_DATA,
KR356104GDB7,,NO_MARKET_DATA,
KR356104GDC5,,NO_MARKET_DATA,
KR356104GE85,,NO_MARKET_DATA,
KR356104GE93,,NO_MARKET_DATA,
KR356104GEB5,,NO_MARKET_DATA,
KR356104GF27,,NO_MARKET_DATA,
KR356104GF50,,NO_MARKET_DATA,
KR60008D1F91,,NO_MARKET_DATA,
KR6006281G38,,NO_MARKET_DATA,
KR2007024D68,,NO_MARKET_DATA,
KR2007024D76,,NO_MARKET_DATA,
KR2007024D84,,NO_MARKET_DATA,
KR2007024D92,,NO_MARKET_DATA,
KR2007024DA6,,NO_MARKET_DATA,
KR2007024DB4,,NO_MARKET_DATA,
KR2007024DC2,,NO_MARKET_DATA,
KR2007024E18,,NO_MARKET_DATA,
KR2007024E26,,NO_MARKET_DATA,
KR2007024E34,,NO_MARKET_DATA,
KR2007024E42,,NO_MARKET_DATA,
KR354408GD68,,NO_MARKET_DATA,
KR354408GD76,,NO_MARKET_DATA,
KR354408GD84,,NO_MARKET_DATA,
KR354408GD92,,NO_MARKET_DATA,
KR355101DG57,,NO_MARKET_DATA,
KR355101GG21,,NO_MARKET_DATA,
KR355102GG20,,NO_MARKET_DATA,
KR355201DD83,,NO_MARKET_DATA,
KR355201DE25,,NO_MARKET_DATA,
KR355201DE33,,NO_MARKET_DATA,
KR353603DG71,,NO_MARKET_DATA,
KR353603GE13,,NO_MARKET_DATA,
KR353603GE21,,NO_MARKET_DATA,
KR354410GC40,,NO_MARKET_DATA,
KR353603GE54,,NO_MARKET_DATA,
KR353603GEB9,,NO_MARKET_DATA,
KR353603GEC7,,NO_MARKET_DATA,
KR353603GF38,,NO_MARKET_DATA,
KR353603GF46,,NO_MARKET_DATA,
KR353603GF79,,NO_MARKET_DATA,
KR354413G9C5,,NO_MARKET_DATA,
KR354413GA15,,NO_MARKET_DATA,
KR354413GA23,,NO_MARKET_DATA,
KR354413GA31,,NO_MARKET_DATA,
KR6000032E92,,NO_MARKET_DATA,
KR354413GA72,,NO_MARKET_DATA,
KR356101DFB5,2.215191682073482,CALCULATED,중간
KR356101DFC3,,NO_MARKET_DATA,
KR356101DG14,,NO_MARKET_DATA,
KR356101DG22,,NO_MARKET_DATA,
KR356102GE38,,NO_MARKET_DATA,
KR6000123B20,,NO_MARKET_DATA,
KR6000123D28,,NO_MARKET_DATA,
KR6000123F42,,NO_MARKET_DATA,
KR6000123G25,,NO_MARKET_DATA,
KR6000124G24,,NO_MARKET_DATA,
KR6000153E38,0.5558159166811744,CALCULATED,중간
KR6005303C46,,NO_MARKET_DATA,
KR350801G459,,NO_MARKET_DATA,
KR350801G467,,NO_MARKET_DATA,
KR356104GF76,,NO_MARKET_DATA,
KR6000882F27,,NO_MARKET_DATA,
KR6000882F92,,NO_MARKET_DATA,
KR6000882G34,,NO_MARKET_DATA,
KR6000883D93,,NO_MARKET_DATA,
KR6000883E27,,NO_MARKET_DATA,
KR6000883F91,,NO_MARKET_DATA,
KR6000883G33,,NO_MARKET_DATA,
KR6000884F90,,NO_MARKET_DATA,
KR60008D1F26,,NO_MARKET_DATA,
KR60008D1F83,,NO_MARKET_DATA,
KR2007024F41,,NO_MARKET_DATA,
KR2007024E59,,NO_MARKET_DATA,
KR2007024E67,,NO_MARKET_DATA,
KR2007024E75,,NO_MARKET_DATA,
KR2007024E83,,NO_MARKET_DATA,
KR2007024E91,,NO_MARKET_DATA,
KR2007024EA4,,NO_MARKET_DATA,
KR2007024EB2,,NO_MARKET_DATA,
KR2007024EC0,,NO_MARKET_DATA,
KR2007024F17,,NO_MARKET_DATA,
KR2007024F25,,NO_MARKET_DATA,
KR355201DF16,,NO_MARKET_DATA,
KR355201DF40,,NO_MARKET_DATA,
KR355201DF57,,NO_MARKET_DATA,
KR381003GFB5,,NO_MARKET_DATA,
KR381003GFC3,,NO_MARKET_DATA,
KR381003GG18,,NO_MARKET_DATA,
KR381003GG26,,NO_MARKET_DATA,
KR381003GG42,,NO_MARKET_DATA,
KR381003GG59,,NO_MARKET_DATA,
KR381003GG67,,NO_MARKET_DATA,
KR381003GG75,,NO_MARKET_DATA,
KR353603GF95,,NO_MARKET_DATA,
KR354410GC16,,NO_MARKET_DATA,
KR354410GC24,,NO_MARKET_DATA,
KR354410GC32,,NO_MARKET_DATA,
KR354410GC65,,NO_MARKET_DATA,
KR354410GC81,,NO_MARKET_DATA,
KR354410GC99,,NO_MARKET_DATA,
KR354410GCB2,,NO_MARKET_DATA,
KR354410GD15,,NO_MARKET_DATA,
KR354410GD23,,NO_MARKET_DATA,
KR356101DG30,,NO_MARKET_DATA,
KR356101DG48,,NO_MARKET_DATA,
KR356101DG55,,NO_MARKET_DATA,
KR356101DG71,,NO_MARKET_DATA,
KR356101DG89,,EXCLUDED_UNSUPPORTED_TYPE,
KR356101G441,,NO_MARKET_DATA,
KR310203GG56,,NO_MARKET_DATA,
KR310203GG64,,NO_MARKET_DATA,
KR310203GG72,,NO_MARKET_DATA,
KR310203GG80,,NO_MARKET_DATA,
KR310203J659,,NO_MARKET_DATA,
KR350801G4B6,,NO_MARKET_DATA,
KR350801G525,,NO_MARKET_DATA,
KR350801G558,,NO_MARKET_DATA,
KR350801G574,,NO_MARKET_DATA,
KR6000141E90,,NO_MARKET_DATA,
KR6000142E99,,NO_MARKET_DATA,
KR6000142F98,,NO_MARKET_DATA,
KR6000152F12,,NO_MARKET_DATA,
KR6005383A58,,NO_MARKET_DATA,
KR6005383B24,,NO_MARKET_DATA,
KR350901D868,,NO_MARKET_DATA,
KR350901D8C7,,NO_MARKET_DATA,
KR350901DB55,,NO_MARKET_DATA,
KR350901DEA9,,NO_MARKET_DATA,
KR350901G473,,NO_MARKET_DATA,
KR350901G4A7,,NO_MARKET_DATA,
KR6006261C85,,NO_MARKET_DATA,
KR6006261E26,,NO_MARKET_DATA,
KR6006261EA4,,NO_MARKET_DATA,
KR6006261F66,,NO_MARKET_DATA,
KR6006262EA2,,NO_MARKET_DATA,
KR2007024F33,,NO_MARKET_DATA,
KR2006022D39,,NO_MARKET_DATA,
KR2006022D47,,NO_MARKET_DATA,
KR2006022D62,,NO_MARKET_DATA,
KR2006022D88,,NO_MARKET_DATA,
KR2006022D96,,NO_MARKET_DATA,
KR2006022DA1,,NO_MARKET_DATA,
KR2006022E12,,NO_MARKET_DATA,
KR2006022E20,,NO_MARKET_DATA,
KR2006022E38,,NO_MARKET_DATA,
KR2006022E46,,NO_MARKET_DATA,
KR381003GG83,,NO_MARKET_DATA,
KR381004GD85,,NO_MARKET_DATA,
KR381004GD93,,NO_MARKET_DATA,
KR6004053D24,,NO_MARKET_DATA,
KR6004053E15,,NO_MARKET_DATA,
KR6004053EA7,,NO_MARKET_DATA,
KR6004053F22,,NO_MARKET_DATA,
KR6004054A26,,NO_MARKET_DATA,
KR6004054B17,,NO_MARKET_DATA,
KR6004054EA5,,NO_MARKET_DATA,
KR356002G789,,NO_MARKET_DATA,
KR356002G847,,NO_MARKET_DATA,
KR356002G854,,NO_MARKET_DATA,
KR356002G862,,NO_MARKET_DATA,
KR2101012G37,,NO_MARKET_DATA,
KR2101012G45,,NO_MARKET_DATA,
KR2101012G52,,NO_MARKET_DATA,
KR2101012G60,,NO_MARKET_DATA,
KR2101012G78,4.769701678273115,CALCULATED,고민감
KR2101012G86,,EXCLUDED_UNSUPPORTED_TYPE,
KR356002G8B1,,NO_MARKET_DATA,
KR310203J667,,NO_MARKET_DATA,
KR6000032EA5,,NO_MARKET_DATA,
KR6000032EB3,,NO_MARKET_DATA,
KR6000032F42,,NO_MARKET_DATA,
KR6000032F59,,NO_MARKET_DATA,
KR6000032F67,,NO_MARKET_DATA,
KR6000032F75,,NO_MARKET_DATA,
KR6000032F83,,NO_MARKET_DATA,
KR6000032F91,,NO_MARKET_DATA,
KR6000032FA2,,NO_MARKET_DATA,
KR6000032FB0,,NO_MARKET_DATA,
KR6005391E21,,NO_MARKET_DATA,
KR6005391F53,,NO_MARKET_DATA,
KR60053J2F69,,NO_MARKET_DATA,
KR60053J3F68,,NO_MARKET_DATA,
KR60053J4F67,,NO_MARKET_DATA,
KR60053J5F66,,NO_MARKET_DATA,
KR60053J6F65,,NO_MARKET_DATA,
KR6011792B27,,NO_MARKET_DATA,
KR6011792EA1,,NO_MARKET_DATA,
KR6011792F80,,NO_MARKET_DATA,
KR6006282E21,,NO_MARKET_DATA,
KR6006282G37,,NO_MARKET_DATA,
KR60062B1F68,,NO_MARKET_DATA,
KR60062C1F66,,NO_MARKET_DATA,
KR60062E1F62,,NO_MARKET_DATA,
KR60125Y1FB8,,NO_MARKET_DATA,
KR60125Z1FB7,,NO_MARKET_DATA,
KR6012631FB5,,NO_MARKET_DATA,
KR6012632FB3,,NO_MARKET_DATA,
KR6012651EB6,,NO_MARKET_DATA,
KR6012651G46,,NO_MARKET_DATA,
KR2006022E53,,NO_MARKET_DATA,
KR2006022E61,,NO_MARKET_DATA,
KR2006022E79,,NO_MARKET_DATA,
KR2006022E95,,NO_MARKET_DATA,
KR2006022EA9,,NO_MARKET_DATA,
KR2006022F29,,NO_MARKET_DATA,
KR2006022F37,,NO_MARKET_DATA,
KR2006022F45,,NO_MARKET_DATA,
KR2006022F52,,NO_MARKET_DATA,
KR2006022F60,,NO_MARKET_DATA,
KR2006022F78,,NO_MARKET_DATA,
KR6004091E50,,NO_MARKET_DATA,
KR6004091F91,,NO_MARKET_DATA,
KR60040B1F56,,NO_MARKET_DATA,
KR6008601F46,,NO_MARKET_DATA,
KR6008601F61,,NO_MARKET_DATA,
KR6008671B60,,NO_MARKET_DATA,
KR6008671C85,,NO_MARKET_DATA,
KR6008671DB2,,NO_MARKET_DATA,
KR6008671E59,,NO_MARKET_DATA,
KR6008671E67,,NO_MARKET_DATA,
KR6008671F25,,NO_MARKET_DATA,
KR356002G995,,NO_MARKET_DATA,
KR356002GA25,,NO_MARKET_DATA,
KR6000011FC2,,NO_MARKET_DATA,
KR60046R1F59,,NO_MARKET_DATA,
KR356002GA82,,NO_MARKET_DATA,
KR356002GA90,,NO_MARKET_DATA,
KR356002GB32,,NO_MARKET_DATA,
KR6000011E48,,EXCLUDED_PERPETUAL,
KR6000011E89,,NO_MARKET_DATA,
KR6000011E97,,NO_MARKET_DATA,
KR6000011EB7,,NO_MARKET_DATA,
KR6004949EA6,,NO_MARKET_DATA,
KR6004949F79,,NO_MARKET_DATA,
KR6004949F95,,NO_MARKET_DATA,
KR600494AE98,,NO_MARKET_DATA,
KR600494AF71,,NO_MARKET_DATA,
KR600494AF97,,NO_MARKET_DATA,
KR600494BE97,,NO_MARKET_DATA,
KR600494BF70,,NO_MARKET_DATA,
KR600494BF96,,NO_MARKET_DATA,
KR600494CF79,,NO_MARKET_DATA,
KR600494CF95,,NO_MARKET_DATA,
KR6011792G22,,NO_MARKET_DATA,
KR60117K1FA6,,NO_MARKET_DATA,
KR60117K1FB4,,NO_MARKET_DATA,
KR60117K2FA4,,NO_MARKET_DATA,
KR60117K3FA2,,NO_MARKET_DATA,
KR60117T1FA7,,NO_MARKET_DATA,
KR6011811A41,,NO_MARKET_DATA,
KR60118E1FB1,,NO_MARKET_DATA,
KR310205J621,,NO_MARKET_DATA,
KR310205J647,,NO_MARKET_DATA,
KR310205J654,,NO_MARKET_DATA,
KR6012652G45,,NO_MARKET_DATA,
KR6012652G60,,NO_MARKET_DATA,
KR6012653G69,,NO_MARKET_DATA,
KR60126A1FB5,,NO_MARKET_DATA,
KR60126B1FB4,,NO_MARKET_DATA,
KR310212GG14,,NO_MARKET_DATA,
KR310212GG48,,NO_MARKET_DATA,
KR310212GG55,,NO_MARKET_DATA,
KR310212GG63,,NO_MARKET_DATA,
KR310212GG71,,NO_MARKET_DATA,
KR310213GBB5,,NO_MARKET_DATA,
KR2006022G77,4.769701678273115,CALCULATED,고민감
KR2006022F86,,NO_MARKET_DATA,
KR2006022F94,,NO_MARKET_DATA,
KR2006022FA6,,NO_MARKET_DATA,
KR2006022FB4,,NO_MARKET_DATA,
KR2006022FC2,,NO_MARKET_DATA,
KR2006022G10,,NO_MARKET_DATA,
KR2006022G28,,NO_MARKET_DATA,
KR2006022G36,,NO_MARKET_DATA,
KR2006022G44,,NO_MARKET_DATA,
KR2006022G51,,NO_MARKET_DATA,
KR6008671F74,,NO_MARKET_DATA,
KR6008671G40,,NO_MARKET_DATA,
KR6008671G65,,NO_MARKET_DATA,
KR2099022C68,,NO_MARKET_DATA,
KR2099022C92,,NO_MARKET_DATA,
KR2099022D26,,NO_MARKET_DATA,
KR2099022D42,,NO_MARKET_DATA,
KR2099022D59,,NO_MARKET_DATA,
KR350107GG26,,NO_MARKET_DATA,
KR2099022D75,,NO_MARKET_DATA,
KR2099022DB7,,NO_MARKET_DATA,
KR6000011F88,,NO_MARKET_DATA,
KR6000011F96,,NO_MARKET_DATA,
KR6000011FA6,,NO_MARKET_DATA,
KR6000011FB4,,NO_MARKET_DATA,
KR6000011G12,,NO_MARKET_DATA,
KR6000011G38,,NO_MARKET_DATA,
KR6004692G51,,NO_MARKET_DATA,
KR60046C1F44,,NO_MARKET_DATA,
KR60046D1F42,,NO_MARKET_DATA,
