isinCd,credit_rating,credit_spread,duration_sensitivity,rating_signal,spread_signal,duration_signal,total_score,available_signals,investment_priority
KR6023785F19,AA-,0.294,중간,STABLE,NEUTRAL,NEUTRAL,1,3,안정성 중심
KR6025102E37,A+,1.993,중간,NEUTRAL,YIELD,NEUTRAL,-1,3,수익률 중심
KR6025901F39,BBB+,3.753,중간,YIELD,YIELD,NEUTRAL,-2,3,수익률 중심
KR6025901G61,BBB+,4.558,중간,YIELD,YIELD,NEUTRAL,-2,3,수익률 중심
KR6029272D91,A+,0.1709999999999998,저민감,NEUTRAL,NEUTRAL,STABLE,1,3,안정성 중심
KR6029692E50,A+,0.6960000000000002,중간,NEUTRAL,YIELD,NEUTRAL,-1,3,수익률 중심
KR6029693BB5,A+,1.4520000000000004,저민감,NEUTRAL,YIELD,STABLE,0,3,균형형
KR602969DE48,A+,0.9040000000000004,중간,NEUTRAL,YIELD,NEUTRAL,-1,3,수익률 중심
KR60302039A7,AAA,0.4295277207392201,고민감,STABLE,NEUTRAL,YIELD,0,3,균형형
KR6030625E76,A0,2.454,,NEUTRAL,YIELD,,-1,2,수익률 중심
KR6030627E58,A0,2.731,,NEUTRAL,YIELD,,-1,2,수익률 중심
KR6031012F33,A+,1.1919999999999995,중간,NEUTRAL,YIELD,NEUTRAL,-1,3,수익률 중심
KR6034021E94,A-,-0.2479999999999997,저민감,NEUTRAL,STABLE,STABLE,2,3,안정성 중심
KR6034022E93,A-,0.5500000000000003,중간,NEUTRAL,YIELD,NEUTRAL,-1,3,수익률 중심
KR6034222B94,A0,-0.2909999999999999,저민감,NEUTRAL,STABLE,STABLE,2,3,안정성 중심
KR6034612G48,A-,0.9200000000000004,중간,NEUTRAL,YIELD,NEUTRAL,-1,3,수익률 중심
KR6034831E86,A-,-0.0310000000000001,저민감,NEUTRAL,STABLE,STABLE,2,3,안정성 중심
KR6034832E28,A-,1.3569999999999998,중간,NEUTRAL,YIELD,NEUTRAL,-1,3,수익률 중심
KR6035651G21,BBB0,3.036,저민감,YIELD,YIELD,STABLE,-1,3,수익률 중심
KR6035651G47,BBB0,3.232,중간,YIELD,YIELD,NEUTRAL,-2,3,수익률 중심
KR6035652F88,BBB0,2.802,중간,YIELD,YIELD,NEUTRAL,-2,3,수익률 중심
KR6039331F97,B-,,저민감,YIELD,,STABLE,0,2,균형형
KR6039331G13,B-,,중간,YIELD,,NEUTRAL,-1,2,수익률 중심
KR6039331G47,B-,,중간,YIELD,,NEUTRAL,-1,2,수익률 중심
KR6042662EB7,A-,0.661,저민감,NEUTRAL,YIELD,STABLE,0,3,균형형
KR6042662F25,A-,1.0100000000000002,중간,NEUTRAL,YIELD,NEUTRAL,-1,3,수익률 중심
KR6042662F74,A-,0.3809999999999998,중간,NEUTRAL,NEUTRAL,NEUTRAL,0,3,균형형
KR6042662G24,A-,1.0799999999999996,중간,NEUTRAL,YIELD,NEUTRAL,-1,3,수익률 중심
KR6046291F90,A0,0.181,저민감,NEUTRAL,NEUTRAL,STABLE,1,3,안정성 중심
KR6046291FC6,A0,0.991,저민감,NEUTRAL,YIELD,STABLE,0,3,균형형
KR6046292FC4,A0,0.2520000000000002,저민감,NEUTRAL,NEUTRAL,STABLE,1,3,안정성 중심
KR6046293F23,A0,2.499,저민감,NEUTRAL,YIELD,STABLE,0,3,균형형
KR6046294EA7,A0,1.0450000000000004,저민감,NEUTRAL,YIELD,STABLE,0,3,균형형
KR6046297F11,A0,0.7840000000000003,저민감,NEUTRAL,YIELD,STABLE,0,3,균형형
KR6046297F29,A0,0.7319999999999998,저민감,NEUTRAL,YIELD,STABLE,0,3,균형형
KR6046297FA7,A0,0.9040000000000004,,NEUTRAL,YIELD,,-1,2,수익률 중심
KR6046297FB5,A0,1.7479999999999998,저민감,NEUTRAL,YIELD,STABLE,0,3,균형형
KR6048711EA8,BBB+,2.3480000000000003,저민감,YIELD,YIELD,STABLE,-1,3,수익률 중심
KR6048712EA6,BBB+,2.781,중간,YIELD,YIELD,NEUTRAL,-2,3,수익률 중심
KR6051913B27,AA0,0.028,중간,STABLE,NEUTRAL,NEUTRAL,1,3,안정성 중심
KR6055551C16,AA-,-0.2640000000000002,,STABLE,STABLE,,2,2,안정성 중심
KR6055551D72,AA-,1.0889999999999995,,STABLE,YIELD,,0,2,균형형
KR6060005C67,AA-,0.7109999999999994,,STABLE,YIELD,,0,2,균형형
KR6064981B19,AAA,0.0956707734428472,고민감,STABLE,NEUTRAL,YIELD,0,3,균형형
KR606590A792,AA+,-0.0379999999999998,,STABLE,STABLE,,2,2,안정성 중심
KR6066574924,AA0,0.3429123887748115,고민감,STABLE,NEUTRAL,YIELD,0,3,균형형
KR6066971F95,BB0,0.6121519507186863,,YIELD,YIELD,,-2,2,수익률 중심
KR6067171G17,BB-,2.770848733744011,,YIELD,YIELD,,-2,2,수익률 중심
KR6068172BB2,AAA,-0.1219999999999998,저민감,STABLE,STABLE,STABLE,3,3,안정성 중심
KR6073981D59,AA0,1.553,,STABLE,YIELD,,0,2,균형형
KR6073981EB3,AA0,0.5919999999999996,,STABLE,YIELD,,0,2,균형형
KR6079161C75,BBB+,-4.208,,YIELD,STABLE,,0,2,균형형
KR6079161F72,A-,1.903,저민감,NEUTRAL,YIELD,STABLE,0,3,균형형
KR6079162F71,A-,2.079,중간,NEUTRAL,YIELD,NEUTRAL,-1,3,수익률 중심
KR6082481C98,A+,2.454052019164956,,NEUTRAL,YIELD,,-1,2,수익률 중심
KR6082481D30,A+,2.3228732375085563,,NEUTRAL,YIELD,,-1,2,수익률 중심
KR6082481E96,A+,1.7393852156057497,,NEUTRAL,YIELD,,-1,2,수익률 중심
KR6082481EC1,A+,1.6004335386721422,,NEUTRAL,YIELD,,-1,2,수익률 중심
KR6086521F23,BBB+,-0.8559999999999999,저민감,YIELD,STABLE,STABLE,1,3,안정성 중심
KR6086791C60,AA-,0.3529999999999997,,STABLE,NEUTRAL,,1,2,안정성 중심
KR6086791D85,AA-,1.0309999999999997,,STABLE,YIELD,,0,2,균형형
KR6086891DC9,B+,-3.746,,YIELD,STABLE,,0,2,균형형
KR6086951C66,A-,2.744477481177276,,NEUTRAL,YIELD,,-1,2,수익률 중심
KR6086951D40,A-,4.629128131416837,,NEUTRAL,YIELD,,-1,2,수익률 중심
KR6086951D65,A-,4.603314168377823,,NEUTRAL,YIELD,,-1,2,수익률 중심
KR6086951E31,A-,4.779973032169747,,NEUTRAL,YIELD,,-1,2,수익률 중심
KR6086951E56,A-,4.584685284052019,,NEUTRAL,YIELD,,-1,2,수익률 중심
KR6087801E80,A0,1.9135270362765235,,NEUTRAL,YIELD,,-1,2,수익률 중심
KR6088351C68,AA+,1.3619471594798087,,STABLE,YIELD,,0,2,균형형
KR6088351D83,AA+,1.6640346338124568,,STABLE,YIELD,,0,2,균형형
KR6088351E74,AA0,0.7999999999999998,,STABLE,YIELD,,0,2,균형형
KR6095081C37,A+,0.6669999999999998,,NEUTRAL,YIELD,,-1,2,수익률 중심
KR6095081C94,AA-,2.013052019164956,,STABLE,YIELD,,0,2,균형형
KR6095081F26,AA-,1.4642105407255306,,STABLE,YIELD,,0,2,균형형
KR6095231FC2,A0,0.165,저민감,NEUTRAL,NEUTRAL,STABLE,1,3,안정성 중심
KR6095232FB2,A0,1.1949999999999998,중간,NEUTRAL,YIELD,NEUTRAL,-1,3,수익률 중심
KR6095234F22,A0,0.6380000000000003,저민감,NEUTRAL,YIELD,STABLE,0,3,균형형
KR6095234F30,A0,1.0290000000000004,중간,NEUTRAL,YIELD,NEUTRAL,-1,3,수익률 중심
