date,isin,bond_name,has_option,is_fixed_rate,macaulay_duration,modified_duration,short_price_sensitivity,long_price_sensitivity,real_yield,relative_yield_spread,expected_maturity_profit,expected_maturity_return
2026-08-07,KR101501DC30,국민주택1종22-03,False,True,0.6465753424657534,0.6253267398457935,0.020010455675065392,0.0262637230735232,0.608779265362168,-0.34799999999999986,-184.0,-0.017891870867366783
2026-08-07,KR101501DC63,국민주택1종22-06,False,True,0.8958904109589042,0.8658204661688598,0.027706254917403514,0.036364459579091936,0.6837792653621677,-0.27300000000000013,-92.79999999999927,-0.009104465897496201
2026-08-07,KR101501DC89,국민주택1종22-08,False,True,1.0657534246575342,1.0305498420530037,0.03297759494569612,0.043283093366225954,0.6267792653621678,-0.33000000000000007,-40.0,-0.0039447731755424065
2026-08-07,KR101501DCA3,국민주택1종22-10,False,True,1.2328767123287672,1.191807041672725,0.038137825333527206,0.050055895750254216,0.656779265362168,-0.2999999999999998,21.0,0.002083540033733505
2026-08-07,KR101501DD13,국민주택1종23-01,False,True,1.484931506849315,1.4286292289369114,0.045716135325981164,0.06000242761534999,1.1517792653621677,0.19499999999999984,60.0,0.005958291956305859
2026-08-07,KR101501DD39,국민주택1종23-03,False,True,1.6407508732844163,1.575357772161973,0.05041144870918313,0.06616502643080255,1.3617792653621676,0.4049999999999998,285.89999999999964,0.028664240382590873
2026-08-07,KR101501DD70,국민주택1종23-07,False,True,1.9706078047602809,1.894869856592287,0.06063583541095319,0.07958453397687568,1.2077792653621677,0.2509999999999999,390.0,0.03951367781155015
2026-08-07,KR101501DD88,국민주택1종23-08,False,True,2.054484567825139,1.9846449133252242,0.06350863722640718,0.08335508635965902,0.729779265362168,-0.22699999999999987,329.0,0.03312858725203907
2026-08-07,KR101501DDA1,국민주택1종23-10,False,True,2.2193818674392127,2.139266342897694,0.06845652297272621,0.08984918640170272,0.955779265362168,-0.0009999999999998899,435.0,0.044274809160305344
2026-08-07,KR101501DDC7,국민주택1종23-12,False,True,2.384307945869438,2.2980616906204525,0.07353797409985448,0.09651859100605854,0.963779265362168,0.007000000000000117,497.5,0.05096030729833547
2026-08-07,KR101501DE12,국민주택1종24-01,False,True,2.468097993907009,2.375683890564067,0.07602188449805014,0.09977872340369034,1.100779265362168,0.14400000000000013,560.0,0.0577319587628866
2026-08-07,KR101501DE38,국민주택1종24-03,False,True,2.618701338227779,2.5232955340840606,0.08074545709068993,0.10597841243153004,0.991779265362168,0.03500000000000014,722.5,0.07473493664339281
2026-08-07,KR101501DE53,국민주택1종24-05,False,True,2.7813543910776724,2.6775201593000175,0.08568064509760057,0.1124558466906002,1.088779265362168,0.13200000000000012,807.0,0.08421162475216529
2026-08-07,KR101501DE61,국민주택1종24-06,False,True,2.861368463457045,2.7544145466120975,0.08814126549158713,0.11568541095770755,1.0937792653621679,0.137,838.0,0.08773031825795645
2026-08-07,KR101501DE79,국민주택1종24-07,False,True,2.944053187494468,2.8340359133386612,0.09068914922683716,0.1190295083602232,1.092779265362168,0.13600000000000012,868.0,0.09115731989077924
2026-08-07,KR101501DF78,국민주택1종25-07,False,True,3.92101513967957,3.771258465994912,0.12068027091183718,0.15839285557178556,1.181779265362168,0.2250000000000001,1399.5,0.15549136159102273
2026-08-07,KR101501DFC2,국민주택1종25-12,False,True,4.327347762595759,4.167041669567497,0.1333453334261599,0.17501575012183404,1.0577792653621678,-0.11699999999999999,1500.0,0.16853932584269662
2026-08-07,KR101501DG10,국민주택1종26-01,False,True,4.409311795743721,4.237929910176196,0.13561375712563828,0.1779930562273994,1.2547792653621674,0.07999999999999963,1604.0,0.1823556161891769
2026-08-07,KR101501DG28,국민주택1종26-02,False,True,4.475602105152208,4.299577406144646,0.13758647699662868,0.1805822510580743,1.3047792653621682,0.13000000000000034,1750.0,0.2
2026-08-07,KR101501DG36,국민주택1종26-03,False,True,4.55703170654643,4.378813977655837,0.14012204728498678,0.1839101870615443,1.2807792653621681,0.10600000000000032,1770.0,0.2027491408934708
2026-08-07,KR101501DG44,국민주택1종26-04,False,True,4.6354136630135265,4.448530880714701,0.14235298818287043,0.18683829699001656,1.4117792653621675,0.23699999999999966,1850.0,0.2138728323699422
2026-08-07,KR101501DG51,국민주택1종26-05,False,True,4.716906559665735,4.528824479050757,0.1449223833296242,0.19021062812013087,1.3637792653621674,0.1889999999999996,1861.0,0.21541845120963074
2026-08-07,KR101501DG69,국민주택1종26-06,False,True,4.795502364323317,4.602165396035851,0.14726929267314723,0.19329094663350482,1.4117792653621675,0.23699999999999966,1908.5,0.22213815980911367
2026-08-07,KR101501DG77,국민주택1종26-07,False,True,4.876919043216182,4.6811981486222844,0.1497983407559131,0.196610322242135,1.391779265362168,0.21700000000000008,1930.0,0.22520420070011668
2026-08-07,KR101501DG85,국민주택1종26-08,False,True,5.068493150684931,4.8650839891006346,0.15568268765122031,0.2043335275422257,1.391779265362168,0.21700000000000008,1460.0,0.17096018735362997
2026-08-07,KR10350172C8,국고03000-4212(12-5),False,True,12.658984561914767,12.384906579314537,0.3963170105380652,0.520166076331208,1.636779265362168,0.21799999999999997,6550.0,0.7797619047619048
2026-08-07,KR103501GC90,국고03125-2709(22-8),False,True,1.0840064467588748,1.0650956730832812,0.034083061538665,0.0447340182694976,0.761779265362168,-0.19499999999999984,230.89999999999964,0.022903110617362287
2026-08-07,KR103501GE98,국고03000-2909(24-7),False,True,2.978815402345114,2.923660546142143,0.09355713747654858,0.12279374293796942,0.983779265362168,0.027000000000000135,1002.0,0.10123257223681552
2026-08-07,KR103501GF63,국고02250-2806(25-4),False,True,1.8154468248798277,1.7839599320786397,0.05708671782651647,0.07492631714730251,0.7407792653621676,-0.2160000000000002,641.2999999999993,0.06538073343052589
2026-08-07,KR103501GF97,국고02250-2709(25-6),False,True,1.086512777634152,1.0680095128244682,0.03417630441038298,0.04485639953862745,0.6757792653621677,-0.28100000000000014,262.89999999999964,0.02639001816885994
2026-08-07,KR103501GG39,국고03500-5603(26-2),False,True,17.541641243136667,17.153877834683644,0.5489240907098767,0.7204628690567096,1.7317792653621678,0.3129999999999997,11838.0,1.3948391657829622
2026-08-07,KR103501GG62,국고03500-2906(26-5),False,True,2.730260778417386,2.6800895029226735,0.08576286409352556,0.11256375912275175,0.9547792653621681,-0.0019999999999997797,1057.5,0.10582937202902176
2026-08-07,KR10350270C0,국고04750-3012(10-7),False,True,3.996601425204834,3.9486256238747552,0.12635601996399218,0.16584227620273895,-0.359220734637832,-1.5339999999999998,1112.5,0.10090702947845805
