date,isin,bond_name,issuer,bond_type,credit_rating,issue_date,maturity_date,remaining_maturity,coupon_rate,interest_payment_cycle,close_price,ytm,volume,trading_value,payments_per_year,has_option,is_fixed_rate,macaulay_duration,modified_duration,short_price_sensitivity,long_price_sensitivity,real_yield,relative_yield_spread,expected_maturity_profit,expected_maturity_return,base_rate,cpi_yoy,yield_spread_10y_3y,credit_spread,policy_spread,short_rate_change,long_rate_change
2026-08-07,KR101501DC30,국민주택1종22-03,대한민국,국채,,2022-03-31,2027-03-31,236.0,1.0,12개월,10284.0,3.398,24700000,25401480,1.0,False,True,0.6465753424657534,0.6253267398457935,0.020010455675065392,0.0262637230735232,0.608779265362168,-0.34799999999999986,-184.0,-0.017891870867366783,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DC63,국민주택1종22-06,대한민국,국채,,2022-06-30,2027-06-30,327.0,1.0,12개월,10192.8,3.473,50060000,51025156,1.0,False,True,0.8958904109589042,0.8658204661688598,0.027706254917403514,0.036364459579091936,0.6837792653621677,-0.27300000000000013,-92.79999999999927,-0.009104465897496201,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DC89,국민주택1종22-08,대한민국,국채,,2022-08-31,2027-08-31,389.0,1.0,12개월,10140.0,3.416,630000,638820,1.0,False,True,1.0657534246575342,1.0305498420530037,0.03297759494569612,0.043283093366225954,0.6267792653621678,-0.33000000000000007,-40.0,-0.0039447731755424065,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DCA3,국민주택1종22-10,대한민국,국채,,2022-10-31,2027-10-31,450.0,1.0,12개월,10079.0,3.446,930000,937347,1.0,False,True,1.2328767123287672,1.191807041672725,0.038137825333527206,0.050055895750254216,0.656779265362168,-0.2999999999999998,21.0,0.002083540033733505,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DD13,국민주택1종23-01,대한민국,국채,,2023-01-31,2028-01-31,542.0,1.3,12개월,10070.0,3.941,10000000,10070000,1.0,False,True,1.484931506849315,1.4286292289369114,0.045716135325981164,0.06000242761534999,1.1517792653621677,0.19499999999999984,60.0,0.005958291956305859,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DD39,국민주택1종23-03,대한민국,국채,,2023-03-31,2028-03-31,602.0,1.3,12개월,9974.1,4.151,2210000,2204276,1.0,False,True,1.6407508732844163,1.575357772161973,0.05041144870918313,0.06616502643080255,1.3617792653621676,0.4049999999999998,285.89999999999964,0.028664240382590873,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DD70,국민주택1종23-07,대한민국,국채,,2023-07-31,2028-07-31,724.0,1.3,12개월,9870.0,3.997,2100000,2072700,1.0,False,True,1.9706078047602809,1.894869856592287,0.06063583541095319,0.07958453397687568,1.2077792653621677,0.2509999999999999,390.0,0.03951367781155015,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DD88,국민주택1종23-08,대한민국,국채,,2023-08-31,2028-08-31,755.0,1.3,12개월,9931.0,3.519,3310000,3280726,1.0,False,True,2.054484567825139,1.9846449133252242,0.06350863722640718,0.08335508635965902,0.729779265362168,-0.22699999999999987,329.0,0.03312858725203907,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DDA1,국민주택1종23-10,대한민국,국채,,2023-10-31,2028-10-31,816.0,1.3,12개월,9825.0,3.745,100000000,98250000,1.0,False,True,2.2193818674392127,2.139266342897694,0.06845652297272621,0.08984918640170272,0.955779265362168,-0.0009999999999998899,435.0,0.044274809160305344,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DDC7,국민주택1종23-12,대한민국,국채,,2023-12-31,2028-12-31,877.0,1.3,12개월,9762.5,3.753,21190000,20686737,1.0,False,True,2.384307945869438,2.2980616906204525,0.07353797409985448,0.09651859100605854,0.963779265362168,0.007000000000000117,497.5,0.05096030729833547,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DE12,국민주택1종24-01,대한민국,국채,,2024-01-31,2029-01-31,908.0,1.3,12개월,9700.0,3.89,10000000,9700000,1.0,False,True,2.468097993907009,2.375683890564067,0.07602188449805014,0.09977872340369034,1.100779265362168,0.14400000000000013,560.0,0.0577319587628866,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DE38,국민주택1종24-03,대한민국,국채,,2024-03-31,2029-03-31,967.0,1.3,12개월,9667.5,3.781,630000,609052,1.0,False,True,2.618701338227779,2.5232955340840606,0.08074545709068993,0.10597841243153004,0.991779265362168,0.03500000000000014,722.5,0.07473493664339281,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DE53,국민주택1종24-05,대한민국,국채,,2024-05-31,2029-05-31,1028.0,1.3,12개월,9583.0,3.878,1650000,1581195,1.0,False,True,2.7813543910776724,2.6775201593000175,0.08568064509760057,0.1124558466906002,1.088779265362168,0.13200000000000012,807.0,0.08421162475216529,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DE61,국민주택1종24-06,대한민국,국채,,2024-06-30,2029-06-30,1058.0,1.3,12개월,9552.0,3.883,50000000,47760075,1.0,False,True,2.861368463457045,2.7544145466120975,0.08814126549158713,0.11568541095770755,1.0937792653621679,0.137,838.0,0.08773031825795645,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DE79,국민주택1종24-07,대한민국,국채,,2024-07-31,2029-07-31,1089.0,1.3,12개월,9522.0,3.882,50530000,48114666,1.0,False,True,2.944053187494468,2.8340359133386612,0.09068914922683716,0.1190295083602232,1.092779265362168,0.13600000000000012,868.0,0.09115731989077924,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DF78,국민주택1종25-07,대한민국,국채,,2025-07-31,2030-07-31,1454.0,1.0,12개월,9000.5,3.971,2710000,2439145,1.0,False,True,3.92101513967957,3.771258465994912,0.12068027091183718,0.15839285557178556,1.181779265362168,0.2250000000000001,1399.5,0.15549136159102273,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DFC2,국민주택1종25-12,대한민국,국채,,2025-12-31,2030-12-31,1607.0,1.0,12개월,8900.0,3.847,5000000,4450000,1.0,False,True,4.327347762595759,4.167041669567497,0.1333453334261599,0.17501575012183404,1.0577792653621678,-0.11699999999999999,1500.0,0.16853932584269662,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DG10,국민주택1종26-01,대한민국,국채,,2026-01-31,2031-01-31,1638.0,1.0,12개월,8796.0,4.044,16950000,14909220,1.0,False,True,4.409311795743721,4.237929910176196,0.13561375712563828,0.1779930562273994,1.2547792653621674,0.07999999999999963,1604.0,0.1823556161891769,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DG28,국민주택1종26-02,대한민국,국채,,2026-02-28,2031-02-28,1666.0,1.0,12개월,8750.0,4.094,2190000,1913100,1.0,False,True,4.475602105152208,4.299577406144646,0.13758647699662868,0.1805822510580743,1.3047792653621682,0.13000000000000034,1750.0,0.2,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DG36,국민주택1종26-03,대한민국,국채,,2026-03-31,2031-03-31,1697.0,1.0,12개월,8730.0,4.07,48010000,41820710,1.0,False,True,4.55703170654643,4.378813977655837,0.14012204728498678,0.1839101870615443,1.2807792653621681,0.10600000000000032,1770.0,0.2027491408934708,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DG44,국민주택1종26-04,대한민국,국채,,2026-04-30,2031-04-30,1727.0,1.0,12개월,8650.0,4.201,35000000,30275000,1.0,False,True,4.6354136630135265,4.448530880714701,0.14235298818287043,0.18683829699001656,1.4117792653621675,0.23699999999999966,1850.0,0.2138728323699422,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DG51,국민주택1종26-05,대한민국,국채,,2026-05-31,2031-05-31,1758.0,1.0,12개월,8639.0,4.153,345640000,298564123,1.0,False,True,4.716906559665735,4.528824479050757,0.1449223833296242,0.19021062812013087,1.3637792653621674,0.1889999999999996,1861.0,0.21541845120963074,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DG69,국민주택1종26-06,대한민국,국채,,2026-06-30,2031-06-30,1788.0,1.0,12개월,8591.5,4.201,4900000,4209835,1.0,False,True,4.795502364323317,4.602165396035851,0.14726929267314723,0.19329094663350482,1.4117792653621675,0.23699999999999966,1908.5,0.22213815980911367,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DG77,국민주택1종26-07,대한민국,국채,,2026-07-31,2031-07-31,1819.0,1.0,12개월,8570.0,4.181,10923354000,9374050591,1.0,False,True,4.876919043216182,4.6811981486222844,0.1497983407559131,0.196610322242135,1.391779265362168,0.21700000000000008,1930.0,0.22520420070011668,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR101501DG85,국민주택1종26-08,대한민국,국채,,2026-08-31,2031-08-31,1850.0,1.0,,8540.0,4.181,107509651000,91906462642,,False,True,5.068493150684931,4.8650839891006346,0.15568268765122031,0.2043335275422257,1.391779265362168,0.21700000000000008,1460.0,0.17096018735362997,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
2026-08-07,KR10350172C8,국고03000-4212(12-5),대한민국,국채,,2012-12-10,2042-12-10,5969.0,3.0,6개월,8400.0,4.426,220000,184800,2.0,False,True,12.658984561914767,12.384906579314537,0.3963170105380652,0.520166076331208,1.636779265362168,0.21799999999999997,6550.0,0.7797619047619048,2.75,2.7892207346378317,0.4620000000000002,0.7020000000000004,0.996,-0.03200000000000003,-0.041999999999999815
