date,base_rate,cpi_yoy,yield_spread_10y_3y,credit_spread,policy_spread,short_rate_change,long_rate_change
2021-11-03,0.75,3.776601059046869,0.4340000000000001,0.5030000000000001,1.286,0.3860000000000001,0.17900000000000027
2021-11-04,0.75,3.776601059046869,0.3879999999999999,0.504,1.29,0.32099999999999995,0.028999999999999915
2021-11-05,0.75,3.776601059046869,0.4060000000000001,0.524,1.194,0.24,-0.03699999999999992
2021-11-08,0.75,3.776601059046869,0.4230000000000002,0.5320000000000003,1.156,0.20499999999999985,-0.04499999999999993
2021-11-09,0.75,3.776601059046869,0.4280000000000001,0.538,1.115,0.050000000000000044,-0.15399999999999991
2021-11-10,0.75,3.776601059046869,0.4320000000000001,0.5399999999999998,1.127,0.052999999999999936,-0.09199999999999964
2021-11-11,0.75,3.776601059046869,0.4280000000000001,0.5399999999999998,1.163,0.10000000000000009,-0.009999999999999787
2021-11-12,0.75,3.776601059046869,0.3759999999999999,0.5310000000000001,1.218,0.17300000000000004,-0.01200000000000001
2021-11-15,0.75,3.776601059046869,0.3860000000000001,0.5449999999999999,1.162,0.03699999999999992,-0.10199999999999987
2021-11-16,0.75,3.776601059046869,0.3700000000000001,0.5419999999999998,1.213,0.09699999999999998,-0.04599999999999982
2021-11-17,0.75,3.776601059046869,0.385,0.5429999999999999,1.224,0.127,-0.03299999999999992
2021-11-18,0.75,3.776601059046869,0.385,0.5479999999999998,1.203,0.11699999999999999,-0.04999999999999982
2021-11-19,0.75,3.776601059046869,0.4059999999999999,0.5469999999999999,1.216,0.07699999999999996,-0.039000000000000146
2021-11-22,0.75,3.776601059046869,0.3680000000000003,0.5450000000000004,1.2679999999999998,0.09899999999999975,-0.040000000000000036
2021-11-23,0.75,3.776601059046869,0.3689999999999998,0.5509999999999997,1.281,0.08400000000000007,-0.05699999999999994
2021-11-24,0.75,3.776601059046869,0.3810000000000002,0.556,1.263,-0.03100000000000014,-0.09299999999999997
2021-11-25,1.0,3.776601059046869,0.4149999999999998,0.5660000000000001,0.933,-0.08399999999999985,-0.04899999999999993
2021-11-26,1.0,3.776601059046869,0.3919999999999999,0.5699999999999998,0.863,-0.2400000000000002,-0.3200000000000003
2021-11-29,1.0,3.776601059046869,0.4219999999999999,0.5740000000000001,0.8440000000000001,-0.264,-0.23999999999999977
2021-11-30,1.0,3.776601059046869,0.4140000000000001,0.5740000000000003,0.7989999999999999,-0.23899999999999988,-0.2669999999999999
2021-12-01,1.0,3.6977972690122707,0.369,0.5719999999999998,0.813,-0.2230000000000001,-0.28800000000000026
2021-12-02,1.0,3.6977972690122707,0.353,0.5610000000000002,0.845,-0.19500000000000006,-0.22999999999999998
2021-12-03,1.0,3.6977972690122707,0.3340000000000001,0.5640000000000001,0.8999999999999999,-0.04400000000000004,-0.1160000000000001
2021-12-06,1.0,3.6977972690122707,0.3480000000000001,0.571,0.865,-0.040999999999999925,-0.1160000000000001
2021-12-07,1.0,3.6977972690122707,0.3680000000000001,0.5740000000000001,0.8720000000000001,0.007000000000000117,-0.052999999999999936
2021-12-08,1.0,3.6977972690122707,0.3540000000000001,0.5779999999999998,0.831,-0.04600000000000004,-0.12400000000000011
2021-12-09,1.0,3.6977972690122707,0.3940000000000001,0.5909999999999997,0.794,-0.119,-0.15300000000000002
2021-12-10,1.0,3.6977972690122707,0.3960000000000001,0.5940000000000001,0.8049999999999999,-0.16300000000000003,-0.1429999999999998
2021-12-13,1.0,3.6977972690122707,0.379,0.6120000000000001,0.79,-0.12199999999999989,-0.129
2021-12-14,1.0,3.6977972690122707,0.385,0.6180000000000001,0.784,-0.17900000000000005,-0.16400000000000015
2021-12-15,1.0,3.6977972690122707,0.3579999999999999,0.6220000000000001,0.808,-0.16599999999999993,-0.19300000000000006
2021-12-16,1.0,3.6977972690122707,0.3809999999999998,0.6320000000000001,0.766,-0.18700000000000006,-0.19100000000000028
2021-12-17,1.0,3.6977972690122707,0.3860000000000001,0.6310000000000002,0.7669999999999999,-0.19900000000000007,-0.21899999999999986
2021-12-20,1.0,3.6977972690122707,0.3670000000000002,0.6319999999999999,0.74,-0.2779999999999998,-0.2789999999999999
2021-12-21,1.0,3.6977972690122707,0.3790000000000002,0.635,0.72,-0.31100000000000017,-0.3009999999999997
2021-12-22,1.0,3.6977972690122707,0.3899999999999999,0.635,0.7569999999999999,-0.256,-0.24700000000000033
2021-12-23,1.0,3.6977972690122707,0.4070000000000002,0.6359999999999999,0.8049999999999999,-0.1280000000000001,-0.13599999999999968
2021-12-24,1.0,3.6977972690122707,0.4079999999999999,0.6400000000000001,0.798,-0.06499999999999995,-0.04899999999999993
2021-12-27,1.0,3.6977972690122707,0.4349999999999998,0.635,0.776,-0.06800000000000006,-0.05500000000000016
2021-12-28,1.0,3.6977972690122707,0.4119999999999999,0.6309999999999998,0.786,-0.0129999999999999,-0.015000000000000124
2021-12-29,1.0,3.6977972690122707,0.3970000000000002,0.6259999999999999,0.7829999999999999,-0.030000000000000027,-0.0019999999999997797
2021-12-30,1.0,3.6977972690122707,0.4490000000000003,0.6179999999999999,0.7989999999999999,-0.04600000000000004,0.050000000000000266
2021-12-31,1.0,3.6977972690122707,0.4519999999999999,0.617,0.798,-0.10199999999999987,0.016000000000000014
2022-01-03,1.0,3.7707838479809963,0.4700000000000002,0.605,0.855,-0.010000000000000009,0.1120000000000001
2022-01-04,1.0,3.7707838479809963,0.4519999999999997,0.6060000000000001,0.8680000000000001,-0.0040000000000000036,0.07999999999999963
2022-01-05,1.0,3.7707838479809963,0.4619999999999999,0.5929999999999997,0.913,0.08200000000000007,0.18999999999999995
2022-01-06,1.0,3.7707838479809963,0.4679999999999999,0.577,1.013,0.21899999999999986,0.2929999999999997
2022-01-07,1.0,3.7707838479809963,0.443,0.5779999999999998,1.015,0.2100000000000002,0.2570000000000001
2022-01-10,1.0,3.7707838479809963,0.4260000000000001,0.5660000000000003,1.0579999999999998,0.2679999999999998,0.31499999999999995
2022-01-11,1.0,3.7707838479809963,0.447,0.5730000000000004,1.0379999999999998,0.2539999999999998,0.31599999999999984
2022-01-12,1.0,3.7707838479809963,0.4299999999999999,0.5780000000000001,0.998,0.18999999999999995,0.262
2022-01-13,1.0,3.7707838479809963,0.4439999999999997,0.5839999999999999,0.953,0.18700000000000006,0.25
2022-01-14,1.25,3.7707838479809963,0.4089999999999998,0.556,0.794,0.27700000000000014,0.2999999999999998
2022-01-17,1.25,3.7707838479809963,0.4199999999999999,0.5509999999999997,0.8980000000000001,0.40800000000000014,0.46099999999999985
2022-01-18,1.25,3.7707838479809963,0.4260000000000001,0.5580000000000003,0.8769999999999998,0.4069999999999998,0.45399999999999974
2022-01-19,1.25,3.7707838479809963,0.4639999999999999,0.5720000000000001,0.823,0.31600000000000006,0.3900000000000001
2022-01-20,1.25,3.7707838479809963,0.4389999999999996,0.565,0.8690000000000002,0.3140000000000003,0.34599999999999964
2022-01-21,1.25,3.7707838479809963,0.4079999999999999,0.5609999999999999,0.8820000000000001,0.3340000000000001,0.3340000000000001
2022-01-24,1.25,3.7707838479809963,0.4279999999999999,0.5629999999999997,0.8620000000000001,0.3360000000000001,0.3290000000000002
2022-01-25,1.25,3.7707838479809963,0.4020000000000001,0.5510000000000002,0.924,0.3879999999999999,0.3780000000000001
2022-01-26,1.25,3.7707838479809963,0.4169999999999998,0.5569999999999999,0.906,0.3730000000000002,0.3929999999999998
2022-01-27,1.25,3.7707838479809963,0.395,0.5640000000000001,0.967,0.41800000000000015,0.3639999999999999
2022-01-28,1.25,3.7707838479809963,0.3969999999999998,0.5760000000000001,0.939,0.391,0.33599999999999985
2022-02-03,1.25,3.780271707028948,0.4079999999999999,0.5750000000000002,0.908,0.30299999999999994,0.24099999999999966
2022-02-04,1.25,3.780271707028948,0.4250000000000002,0.577,0.944,0.32599999999999985,0.2990000000000004
2022-02-07,1.25,3.780271707028948,0.4009999999999998,0.5779999999999998,0.987,0.32400000000000007,0.2629999999999999
2022-02-08,1.25,3.780271707028948,0.4300000000000001,0.5640000000000001,1.053,0.29000000000000004,0.2520000000000002
2022-02-09,1.25,3.780271707028948,0.4119999999999999,0.5780000000000003,1.029,0.2639999999999998,0.23299999999999965
2022-02-10,1.25,3.780271707028948,0.4220000000000001,0.5860000000000003,1.0139999999999998,0.20599999999999996,0.20199999999999996
2022-02-11,1.25,3.780271707028948,0.4039999999999999,0.5779999999999998,1.093,0.30500000000000016,0.262
2022-02-14,1.25,3.780271707028948,0.367,0.5790000000000002,1.097,0.349,0.28600000000000003
2022-02-15,1.25,3.780271707028948,0.3649999999999997,0.5829999999999997,1.0950000000000002,0.3920000000000001,0.31300000000000017
