STAT_CODE,STAT_NAME,GRP_CODE,GRP_NAME,ITEM_CODE,ITEM_NAME,P_ITEM_CODE,P_ITEM_NAME,CYCLE,START_TIME,END_TIME,DATA_CNT,UNIT_NAME,WEIGHT
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01908,고추장,A019,기타 식료품,Q,1975Q1,2026Q2,206,2020=100,0.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01909,카레,A019,기타 식료품,A,1980,2025,46,2020=100,0.2
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01909,카레,A019,기타 식료품,M,198001,202607,559,2020=100,0.2
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01909,카레,A019,기타 식료품,Q,1980Q1,2026Q2,186,2020=100,0.2
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01910,식초,A019,기타 식료품,A,2015,2025,11,2020=100,0.1
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01910,식초,A019,기타 식료품,M,201501,202607,139,2020=100,0.1
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01910,식초,A019,기타 식료품,Q,2015Q1,2026Q2,46,2020=100,0.1
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01911,드레싱,A019,기타 식료품,A,1980,2025,46,2020=100,0.2
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01911,드레싱,A019,기타 식료품,M,198001,202607,559,2020=100,0.2
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01911,드레싱,A019,기타 식료품,Q,1980Q1,2026Q2,186,2020=100,0.2
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01912,혼합조미료,A019,기타 식료품,A,1985,2025,41,2020=100,0.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01912,혼합조미료,A019,기타 식료품,M,198501,202607,499,2020=100,0.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01912,혼합조미료,A019,기타 식료품,Q,1985Q1,2026Q2,166,2020=100,0.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01913,스프,A019,기타 식료품,A,2010,2025,16,2020=100,0.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01913,스프,A019,기타 식료품,M,201001,202607,199,2020=100,0.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01913,스프,A019,기타 식료품,Q,2010Q1,2026Q2,66,2020=100,0.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01914,이유식,A019,기타 식료품,A,1980,2025,46,2020=100,0.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01914,이유식,A019,기타 식료품,M,198001,202607,559,2020=100,0.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01914,이유식,A019,기타 식료품,Q,1980Q1,2026Q2,186,2020=100,0.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01915,김치,A019,기타 식료품,A,1990,2025,36,2020=100,1.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01915,김치,A019,기타 식료품,M,199001,202607,439,2020=100,1.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01915,김치,A019,기타 식료품,Q,1990Q1,2026Q2,146,2020=100,1.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01916,밑반찬,A019,기타 식료품,A,2010,2025,16,2020=100,3.1
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01916,밑반찬,A019,기타 식료품,M,201001,202607,199,2020=100,3.1
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01916,밑반찬,A019,기타 식료품,Q,2010Q1,2026Q2,66,2020=100,3.1
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01917,냉동식품,A019,기타 식료품,A,1990,2025,36,2020=100,1.9
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01917,냉동식품,A019,기타 식료품,M,199001,202607,439,2020=100,1.9
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01917,냉동식품,A019,기타 식료품,Q,1990Q1,2026Q2,146,2020=100,1.9
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01918,즉석식품,A019,기타 식료품,A,2000,2025,26,2020=100,3.1
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01918,즉석식품,A019,기타 식료품,M,200001,202607,319,2020=100,3.1
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01918,즉석식품,A019,기타 식료품,Q,2000Q1,2026Q2,106,2020=100,3.1
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01919,편의점도시락,A019,기타 식료품,A,2019,2025,7,2020=100,0.4
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01919,편의점도시락,A019,기타 식료품,M,200001,202607,319,2020=100,0.4
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01919,편의점도시락,A019,기타 식료품,Q,2019Q1,2026Q2,30,2020=100,0.4
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01920,삼각김밥,A019,기타 식료품,A,2010,2025,16,2020=100,0.4
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01920,삼각김밥,A019,기타 식료품,M,201001,202607,199,2020=100,0.4
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A01920,삼각김밥,A019,기타 식료품,Q,2010Q1,2026Q2,66,2020=100,0.4
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02,비주류 음료,A,식료품 및 비주류음료,A,1985,2025,41,2020=100,9.7
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02,비주류 음료,A,식료품 및 비주류음료,M,198501,202607,499,2020=100,9.7
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02,비주류 음료,A,식료품 및 비주류음료,Q,1985Q1,2026Q2,166,2020=100,9.7
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A021,"커피, 차 및 코코아",A02,비주류 음료,A,1985,2025,41,2020=100,3.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A021,"커피, 차 및 코코아",A02,비주류 음료,M,198501,202607,499,2020=100,3.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A021,"커피, 차 및 코코아",A02,비주류 음료,Q,1985Q1,2026Q2,166,2020=100,3.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02101,커피,A021,"커피, 차 및 코코아",A,1980,2025,46,2020=100,2.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02101,커피,A021,"커피, 차 및 코코아",M,198001,202607,559,2020=100,2.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02101,커피,A021,"커피, 차 및 코코아",Q,1980Q1,2026Q2,186,2020=100,2.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02102,차,A021,"커피, 차 및 코코아",A,1985,2025,41,2020=100,0.9
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02102,차,A021,"커피, 차 및 코코아",M,198501,202607,499,2020=100,0.9
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02102,차,A021,"커피, 차 및 코코아",Q,1985Q1,2026Q2,166,2020=100,0.9
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A022,"생수, 청량음료, 과일주스 및 채소주스",A02,비주류 음료,A,1985,2025,41,2020=100,6.2
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A022,"생수, 청량음료, 과일주스 및 채소주스",A02,비주류 음료,M,198501,202607,499,2020=100,6.2
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A022,"생수, 청량음료, 과일주스 및 채소주스",A02,비주류 음료,Q,1985Q1,2026Q2,166,2020=100,6.2
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02201,주스,A022,"생수, 청량음료, 과일주스 및 채소주스",A,1990,2025,36,2020=100,1.4
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02201,주스,A022,"생수, 청량음료, 과일주스 및 채소주스",M,199001,202607,439,2020=100,1.4
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02201,주스,A022,"생수, 청량음료, 과일주스 및 채소주스",Q,1990Q1,2026Q2,146,2020=100,1.4
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02202,두유,A022,"생수, 청량음료, 과일주스 및 채소주스",A,1985,2025,41,2020=100,0.8
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02202,두유,A022,"생수, 청량음료, 과일주스 및 채소주스",M,198501,202607,499,2020=100,0.8
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02202,두유,A022,"생수, 청량음료, 과일주스 및 채소주스",Q,1985Q1,2026Q2,166,2020=100,0.8
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02203,생수,A022,"생수, 청량음료, 과일주스 및 채소주스",A,1995,2025,31,2020=100,1.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02203,생수,A022,"생수, 청량음료, 과일주스 및 채소주스",M,199501,202607,379,2020=100,1.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02203,생수,A022,"생수, 청량음료, 과일주스 및 채소주스",Q,1995Q1,2026Q2,126,2020=100,1.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02204,기능성음료,A022,"생수, 청량음료, 과일주스 및 채소주스",A,1980,2025,46,2020=100,0.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02204,기능성음료,A022,"생수, 청량음료, 과일주스 및 채소주스",M,198001,202607,559,2020=100,0.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02204,기능성음료,A022,"생수, 청량음료, 과일주스 및 채소주스",Q,1980Q1,2026Q2,186,2020=100,0.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02205,탄산음료,A022,"생수, 청량음료, 과일주스 및 채소주스",A,1985,2025,41,2020=100,1.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02205,탄산음료,A022,"생수, 청량음료, 과일주스 및 채소주스",M,198501,202607,499,2020=100,1.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02205,탄산음료,A022,"생수, 청량음료, 과일주스 및 채소주스",Q,1985Q1,2026Q2,166,2020=100,1.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02206,기타음료,A022,"생수, 청량음료, 과일주스 및 채소주스",A,2000,2025,26,2020=100,0.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02206,기타음료,A022,"생수, 청량음료, 과일주스 및 채소주스",M,200001,202607,319,2020=100,0.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,A02206,기타음료,A022,"생수, 청량음료, 과일주스 및 채소주스",Q,2000Q1,2026Q2,106,2020=100,0.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B,주류 및 담배,0,총지수,A,1985,2025,41,2020=100,15.8
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B,주류 및 담배,0,총지수,M,198501,202607,499,2020=100,15.8
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B,주류 및 담배,0,총지수,Q,1985Q1,2026Q2,166,2020=100,15.8
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01,주류,B,주류 및 담배,A,1985,2025,41,2020=100,6.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01,주류,B,주류 및 담배,M,198501,202607,499,2020=100,6.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01,주류,B,주류 및 담배,Q,1985Q1,2026Q2,166,2020=100,6.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B011,주류,B01,주류,A,1985,2025,41,2020=100,6.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B011,주류,B01,주류,M,198501,202607,499,2020=100,6.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B011,주류,B01,주류,Q,1985Q1,2026Q2,166,2020=100,6.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01101,소주,B011,주류,A,1975,2025,51,2020=100,1.7
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01101,소주,B011,주류,M,197501,202607,619,2020=100,1.7
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01101,소주,B011,주류,Q,1975Q1,2026Q2,206,2020=100,1.7
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01102,과실주,B011,주류,A,2000,2025,26,2020=100,0.8
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01102,과실주,B011,주류,M,200001,202607,319,2020=100,0.8
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01102,과실주,B011,주류,Q,2000Q1,2026Q2,106,2020=100,0.8
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01103,맥주,B011,주류,A,1975,2025,51,2020=100,3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01103,맥주,B011,주류,M,197501,202607,619,2020=100,3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01103,맥주,B011,주류,Q,1975Q1,2026Q2,206,2020=100,3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01104,막걸리,B011,주류,A,1975,2025,51,2020=100,0.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01104,막걸리,B011,주류,M,197501,202607,619,2020=100,0.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01104,막걸리,B011,주류,Q,1975Q1,2026Q2,206,2020=100,0.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01105,양주,B011,주류,A,1980,2025,46,2020=100,0.4
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01105,양주,B011,주류,M,198001,202607,559,2020=100,0.4
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01105,양주,B011,주류,Q,1980Q1,2026Q2,186,2020=100,0.4
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01106,약주,B011,주류,A,2000,2025,26,2020=100,0.1
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01106,약주,B011,주류,M,200001,202607,319,2020=100,0.1
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B01106,약주,B011,주류,Q,2000Q1,2026Q2,106,2020=100,0.1
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B02,담배,B,주류 및 담배,A,1985,2025,41,2020=100,9.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B02,담배,B,주류 및 담배,M,198501,202607,499,2020=100,9.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B02,담배,B,주류 및 담배,Q,1985Q1,2026Q2,166,2020=100,9.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B021,담배,B02,담배,A,1985,2025,41,2020=100,9.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B021,담배,B02,담배,M,198501,202607,499,2020=100,9.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B021,담배,B02,담배,Q,1985Q1,2026Q2,166,2020=100,9.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B02101,담배,B021,담배,A,1975,2025,51,2020=100,9.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B02101,담배,B021,담배,M,197501,202607,619,2020=100,9.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,B02101,담배,B021,담배,Q,1975Q1,2026Q2,206,2020=100,9.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C,의류 및 신발,0,총지수,A,1985,2025,41,2020=100,49.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C,의류 및 신발,0,총지수,M,198501,202607,499,2020=100,49.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C,의류 및 신발,0,총지수,Q,1985Q1,2026Q2,166,2020=100,49.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01,의류 ,C,의류 및 신발,A,1985,2025,41,2020=100,42.1
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01,의류 ,C,의류 및 신발,M,198501,202607,499,2020=100,42.1
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01,의류 ,C,의류 및 신발,Q,1985Q1,2026Q2,166,2020=100,42.1
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C011,남자의류,C01,의류 ,A,1985,2025,41,2020=100,7.9
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C011,남자의류,C01,의류 ,M,198501,202607,499,2020=100,7.9
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C011,남자의류,C01,의류 ,Q,1985Q1,2026Q2,166,2020=100,7.9
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01101,남자외의,C011,남자의류,A,1985,2025,41,2020=100,4.4
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01101,남자외의,C011,남자의류,M,197501,202607,619,2020=100,4.4
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01101,남자외의,C011,남자의류,Q,1985Q1,2026Q2,166,2020=100,4.4
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01102,남자상의,C011,남자의류,A,1985,2025,41,2020=100,1.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01102,남자상의,C011,남자의류,M,198501,202607,499,2020=100,1.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01102,남자상의,C011,남자의류,Q,1985Q1,2026Q2,166,2020=100,1.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01103,남자하의,C011,남자의류,A,1999,2025,27,2020=100,1.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01103,남자하의,C011,남자의류,M,199901,202607,331,2020=100,1.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01103,남자하의,C011,남자의류,Q,1999Q1,2026Q2,110,2020=100,1.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01104,남자내의,C011,남자의류,A,1985,2025,41,2020=100,0.7
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01104,남자내의,C011,남자의류,M,198501,202607,499,2020=100,0.7
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01104,남자내의,C011,남자의류,Q,1985Q1,2026Q2,166,2020=100,0.7
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C012,여자의류,C01,의류 ,A,1985,2025,41,2020=100,13.7
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C012,여자의류,C01,의류 ,M,198501,202607,499,2020=100,13.7
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C012,여자의류,C01,의류 ,Q,1985Q1,2026Q2,166,2020=100,13.7
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01201,여자외의,C012,여자의류,A,1990,2025,36,2020=100,6.2
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01201,여자외의,C012,여자의류,M,199001,202607,439,2020=100,6.2
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01201,여자외의,C012,여자의류,Q,1990Q1,2026Q2,146,2020=100,6.2
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01202,원피스,C012,여자의류,A,1990,2025,36,2020=100,1.8
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01202,원피스,C012,여자의류,M,199001,202607,439,2020=100,1.8
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01202,원피스,C012,여자의류,Q,1990Q1,2026Q2,146,2020=100,1.8
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01203,여자상의,C012,여자의류,A,1990,2025,36,2020=100,1.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01203,여자상의,C012,여자의류,M,199001,202607,439,2020=100,1.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01203,여자상의,C012,여자의류,Q,1990Q1,2026Q2,146,2020=100,1.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01204,여자하의,C012,여자의류,A,1995,2025,31,2020=100,2.4
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01204,여자하의,C012,여자의류,M,199501,202607,379,2020=100,2.4
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01204,여자하의,C012,여자의류,Q,1995Q1,2026Q2,126,2020=100,2.4
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01205,여자내의,C012,여자의류,A,1985,2025,41,2020=100,1.8
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01205,여자내의,C012,여자의류,M,198501,202607,499,2020=100,1.8
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01205,여자내의,C012,여자의류,Q,1985Q1,2026Q2,166,2020=100,1.8
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C013,캐쥬얼의류,C01,의류 ,A,1985,2025,41,2020=100,12.9
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C013,캐쥬얼의류,C01,의류 ,M,198501,202607,499,2020=100,12.9
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C013,캐쥬얼의류,C01,의류 ,Q,1985Q1,2026Q2,166,2020=100,12.9
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01301,점퍼,C013,캐쥬얼의류,A,1975,2025,51,2020=100,3.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01301,점퍼,C013,캐쥬얼의류,M,197501,202607,619,2020=100,3.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01301,점퍼,C013,캐쥬얼의류,Q,1975Q1,2026Q2,206,2020=100,3.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01302,티셔츠,C013,캐쥬얼의류,A,1980,2025,46,2020=100,4.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01302,티셔츠,C013,캐쥬얼의류,M,198001,202607,559,2020=100,4.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01302,티셔츠,C013,캐쥬얼의류,Q,1980Q1,2026Q2,186,2020=100,4.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01303,스웨터,C013,캐쥬얼의류,A,1990,2025,36,2020=100,0.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01303,스웨터,C013,캐쥬얼의류,M,199001,202607,439,2020=100,0.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01303,스웨터,C013,캐쥬얼의류,Q,1990Q1,2026Q2,146,2020=100,0.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01304,청바지,C013,캐쥬얼의류,A,1990,2025,36,2020=100,1.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01304,청바지,C013,캐쥬얼의류,M,199001,202607,439,2020=100,1.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01304,청바지,C013,캐쥬얼의류,Q,1990Q1,2026Q2,146,2020=100,1.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01305,운동복,C013,캐쥬얼의류,A,1990,2025,36,2020=100,2.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01305,운동복,C013,캐쥬얼의류,M,199001,202607,439,2020=100,2.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01305,운동복,C013,캐쥬얼의류,Q,1990Q1,2026Q2,146,2020=100,2.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01306,등산복,C013,캐쥬얼의류,A,2010,2025,16,2020=100,0.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01306,등산복,C013,캐쥬얼의류,M,201001,202607,199,2020=100,0.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01306,등산복,C013,캐쥬얼의류,Q,2010Q1,2026Q2,66,2020=100,0.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C014,아동복 · 유아복,C01,의류 ,A,1985,2025,41,2020=100,4.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C014,아동복 · 유아복,C01,의류 ,M,198501,202607,499,2020=100,4.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C014,아동복 · 유아복,C01,의류 ,Q,1985Q1,2026Q2,166,2020=100,4.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01401,유아동복,C014,아동복 · 유아복,A,1985,2025,41,2020=100,4.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01401,유아동복,C014,아동복 · 유아복,M,197501,202607,619,2020=100,4.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01401,유아동복,C014,아동복 · 유아복,Q,1985Q1,2026Q2,166,2020=100,4.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C015,기타의류 및 의류 장신구,C01,의류 ,A,1985,2025,41,2020=100,1.7
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C015,기타의류 및 의류 장신구,C01,의류 ,M,198501,202607,499,2020=100,1.7
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C015,기타의류 및 의류 장신구,C01,의류 ,Q,1985Q1,2026Q2,166,2020=100,1.7
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01501,양말,C015,기타의류 및 의류 장신구,A,1985,2025,41,2020=100,0.9
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01501,양말,C015,기타의류 및 의류 장신구,M,198501,202607,499,2020=100,0.9
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01501,양말,C015,기타의류 및 의류 장신구,Q,1985Q1,2026Q2,166,2020=100,0.9
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01502,모자,C015,기타의류 및 의류 장신구,A,1975,2025,51,2020=100,0.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01502,모자,C015,기타의류 및 의류 장신구,M,197501,202607,619,2020=100,0.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01502,모자,C015,기타의류 및 의류 장신구,Q,1975Q1,2026Q2,206,2020=100,0.6
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01503,장갑,C015,기타의류 및 의류 장신구,A,1975,2025,51,2020=100,0.2
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01503,장갑,C015,기타의류 및 의류 장신구,M,197501,202607,619,2020=100,0.2
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01503,장갑,C015,기타의류 및 의류 장신구,Q,1975Q1,2026Q2,206,2020=100,0.2
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C016,"의류 세탁, 수선 및 임차",C01,의류 ,A,1985,2025,41,2020=100,1.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C016,"의류 세탁, 수선 및 임차",C01,의류 ,M,198501,202607,499,2020=100,1.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C016,"의류 세탁, 수선 및 임차",C01,의류 ,Q,1985Q1,2026Q2,166,2020=100,1.3
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01601,의복수선료,C016,"의류 세탁, 수선 및 임차",A,1975,2025,51,2020=100,0.2
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01601,의복수선료,C016,"의류 세탁, 수선 및 임차",M,197501,202607,619,2020=100,0.2
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01601,의복수선료,C016,"의류 세탁, 수선 및 임차",Q,1975Q1,2026Q2,206,2020=100,0.2
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01602,세탁료,C016,"의류 세탁, 수선 및 임차",A,1975,2025,51,2020=100,1.1
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01602,세탁료,C016,"의류 세탁, 수선 및 임차",M,197501,202607,619,2020=100,1.1
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C01602,세탁료,C016,"의류 세탁, 수선 및 임차",Q,1975Q1,2026Q2,206,2020=100,1.1
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C02,신발,C,의류 및 신발,A,1985,2025,41,2020=100,7.5
901Y009,4.2.1. 소비자물가지수,Group1,계정항목,C02,신발,C,의류 및 신발,M,198501,202607,499,2020=100,7.5
