STAT_CODE,STAT_NAME,ITEM_CODE1,ITEM_NAME1,ITEM_CODE2,ITEM_NAME2,ITEM_CODE3,ITEM_NAME3,ITEM_CODE4,ITEM_NAME4,UNIT_NAME,WGT,TIME,DATA_VALUE
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150629,2.009
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150630,2.007
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150701,2.019
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150702,2.042
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150703,2.037
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150706,2.033
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150707,2.031
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150708,2.015
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150709,2.017
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150710,2.023
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150713,2.021
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150714,2.017
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150715,2.015
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150716,2.012
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150717,2.008
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150720,2.002
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150721,2
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150722,1.983
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150723,1.955
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150724,1.945
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150727,1.942
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150728,1.969
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150729,1.959
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150730,1.979
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150731,2.01
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150803,2
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150804,2.01
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150805,2.026
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150806,2.019
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150807,2.017
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150810,1.996
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150811,1.977
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150812,1.945
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150813,1.971
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150817,1.968
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150818,1.96
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150819,1.974
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150820,1.962
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150821,1.959
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150824,1.947
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150825,1.963
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150826,1.975
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150827,1.965
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150828,1.978
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150831,1.994
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150901,1.989
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150902,1.965
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150903,1.949
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150904,1.925
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150907,1.93
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150908,1.947
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150909,1.962
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150910,1.94
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150911,1.949
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150914,1.964
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150915,1.952
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150916,1.97
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150917,1.982
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150918,1.94
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150921,1.925
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150922,1.931
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150923,1.928
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150924,1.942
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150925,1.93
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20150930,1.893
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151001,1.922
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151002,1.911
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151005,1.904
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151006,1.919
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151007,1.942
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151008,1.943
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151012,1.976
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151013,1.968
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151014,1.98
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151015,1.955
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151016,1.956
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151019,1.96
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151020,1.977
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151021,1.985
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151022,1.992
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151023,1.991
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151026,1.989
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151027,1.976
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151028,1.975
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151029,1.988
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151030,2.003
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151102,2.006
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151103,2.019
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151104,2.032
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151105,2.047
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151106,2.083
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151109,2.157
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151110,2.137
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151111,2.157
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151112,2.151
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151113,2.145
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151116,2.119
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151117,2.129
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151118,2.123
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151119,2.109
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151120,2.134
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151123,2.137
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151124,2.145
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",,,,,,,연%,,20151125,2.147
