basDt,srtnCd,isinCd,itmsNm,mrktCtg,xpYrCnt,itmsCtg,clprPrc,clprVs,clprBnfRt,mkpPrc,mkpBnfRt,hiprPrc,hiprBnfRt,loprPrc,loprBnfRt,trqu,trPrc
20260807,B029692E5,KR6029692E50,롯데캐피탈461-2,일반채권, , ,10147.5,0,4.442,10147.5,4.442,10147.5,4.442,10147.5,4.442,700000,710325
20260807,B029693BB,KR6029693BB5,롯데캐피탈424-3,일반채권, , ,10000,0,5.198,10000,5.198,10000,5.198,10000,5.198,10000,10000
20260807,B02969DE4,KR602969DE48,롯데캐피탈460-4,일반채권, , ,10049.5,0,4.65,10044.9,4.715,10049.5,4.65,10044.9,4.715,35090000,35247863
20260807,B0302039A,KR60302039A7,KT192-3,일반채권, , ,9250,-48,4.195,9250,4.195,9250,4.195,9250,4.195,5000000,4625000
20260807,B030625E7,KR6030625E76,롯데카드신종자본증권 2,일반채권, , ,8791,190,6.662,8201,7.206,8791,6.662,8201,7.206,46470000,39956214
20260807,B030627E5,KR6030627E58,롯데카드신종자본증권 1,일반채권, , ,8871,212,6.939,8150,7.629,8905,6.908,8150,7.629,306760000,269514176
20260807,B031012F3,KR6031012F33,롯데물산15-2,일반채권, , ,9850,0,4.938,9850,4.938,9850,4.938,9850,4.938,4170000,4107450
20260807,B034021E9,KR6034021E94,두산에너빌리티79-1,일반채권, , ,10069,0,3.498,10066.8,3.728,10069,3.498,10066.7,3.739,24200000,24361616
20260807,B034022E9,KR6034022E93,두산에너빌리티79-2,일반채권, , ,10099.7,31.8,4.296,10098.9,4.304,10099.7,4.296,10098.9,4.304,13310000,13441926
20260807,B034222B9,KR6034222B94,엘지디스플레이43-2(녹),일반채권, , ,10034,0,3.455,10034,3.455,10034,3.455,10034,3.455,24120000,24202008
20260807,B034612G4,KR6034612G48,한화호텔앤드리조트50-2,일반채권, , ,9990,-40,4.666,9990,4.666,9990,4.666,9990,4.666,10350000,10339650
20260807,B034831E8,KR6034831E86,한국토지신탁45-1,일반채권, , ,10032,0,3.715,10032,3.715,10032,3.715,10032,3.715,20000,20064
20260807,B034832E2,KR6034832E28,한국토지신탁44-2,일반채권, , ,10154,-6,5.103,10154,5.103,10154,5.103,10154,5.103,1000000,1015400
20260807,B035651G2,KR6035651G21,이랜드월드107,일반채권, , ,9997.8,-.2,6.782,9986,7.024,9999,6.757,9920,8.388,165140000,164591083
20260807,B035651G4,KR6035651G47,이랜드월드108,일반채권, , ,9978.9,-16.1,6.978,9952,7.369,10005,6.6,9930,7.69,128600000,127887799
20260807,B035652F8,KR6035652F88,이랜드월드106-2,일반채권, , ,10030,13,6.548,10030,6.548,10030,6.548,10030,6.548,20000,20060
20260807,B039331F9,KR6039331F97,에스엘엘중앙21,일반채권, , ,9499,149,51.048,9350,63.955,9499.9,50.971,9350,63.955,107530000,101385881
20260807,B039331G1,KR6039331G13,에스엘엘중앙22,일반채권, , ,8400,-99.9,26.756,8600,24.2,8600,24.2,8400,26.756,40660000,34154600
20260807,B039331G4,KR6039331G47,에스엘엘중앙23,일반채권, , ,8200,80,21.174,8199,21.181,8200,21.174,8199,21.181,19050000,15620296
20260807,B042662EB,KR6042662EB7,한화오션8-2,일반채권, , ,10100,0,4.407,10130,3.415,10130,3.415,10100,4.407,28010000,28371220
20260807,B042662F2,KR6042662F25,한화오션10-2,일반채권, , ,10072,0,4.756,10072,4.756,10072,4.756,10072,4.756,1080000,1087776
20260807,B042662F7,KR6042662F74,한화오션11-2,일반채권, , ,9995,0,4.127,9995,4.127,9995,4.127,9990,4.154,3160000,3158210
20260807,B042662G2,KR6042662G24,한화오션12-2,일반채권, , ,9950,30,4.826,9950,4.826,9950,4.826,9950,4.826,14950000,14875250
20260807,B046291F9,KR6046291F90,엠지캐피탈387-1,일반채권, , ,10040,-1.3,3.927,10042.2,3.756,10042.2,3.756,10040,3.927,5090000,5110920
20260807,B046291FC,KR6046291FC6,엠지캐피탈392-1,일반채권, , ,10040,0,4.737,10040,4.737,10040,4.737,10040,4.737,10000,10040
20260807,B046292FC,KR6046292FC4,엠지캐피탈392-2,일반채권, , ,10031.6,0,3.998,10031.6,3.998,10031.6,3.998,10031.6,3.998,30000,30094
20260807,B046293F2,KR6046293F23,엠지캐피탈377-3,일반채권, , ,9960,0,6.245,9960,6.245,9960,6.245,9960,6.245,20030000,19949880
20260807,B046294EA,KR6046294EA7,엠지캐피탈368-2,일반채권, , ,10038,3,4.791,10038,4.791,10038,4.791,10038,4.791,80000,80304
20260807,B046297F1,KR6046297F11,엠지캐피탈376-3,일반채권, , ,10032,2,4.53,10032,4.53,10032,4.53,10032,4.53,20000,20064
20260807,B046297F2,KR6046297F29,엠지캐피탈378-3,일반채권, , ,10034.9,6.9,4.478,10034.9,4.478,10034.9,4.478,10034.9,4.478,10000,10034
20260807,B046297FA,KR6046297FA7,엠지캐피탈389-2,일반채권, , ,9946,0,4.65,9936.3,4.786,9946,4.65,9936.3,4.786,10640000,10578334
20260807,B046297FB,KR6046297FB5,엠지캐피탈391-1,일반채권, , ,10032.5,-22.5,5.494,10032.5,5.494,10032.5,5.494,10032.5,5.494,500000,501625
20260807,B048711EA,KR6048711EA8,여천NCC84-1,일반채권, , ,10020,5,6.094,10020,6.094,10020,6.094,10020,6.094,9880000,9899760
20260807,B048712EA,KR6048712EA6,여천NCC84-2,일반채권, , ,9950,50,6.527,9960,6.439,9960,6.439,9950,6.527,690000,687230
20260807,B051913B2,KR6051913B27,LG화학54-3(지),일반채권, , ,9739.2,-2.3,3.774,9739.2,3.774,9739.2,3.774,9739.2,3.774,60000,58435
20260807,B055551C1,KR6055551C16,신한금융조건부(상)11-1(신종-영구-5콜),일반채권, , ,9901,0,3.944,9901,3.944,9901,3.944,9901,3.944,990000,980199
20260807,B055551D7,KR6055551D72,신한금융조건부(상)14(신종-영구-5콜),일반채권, , ,10230,0,5.297,10220,5.302,10230,5.297,10220,5.302,20000000,20450000
20260807,B060005C6,KR6060005C67,국민은행조건부(상)4206이(03)영신23,일반채권, , ,10000,0,4.919,10000,4.919,10000,4.919,10000,4.919,10000,10000
20260807,B064981B1,KR6064981B19,한국남동발전48-1(녹),일반채권, , ,9150,0,4.002,9150,4.002,9150,4.002,9150,4.002,20000,18300
20260807,B06590A79,KR606590A792,현대카드704-2,일반채권, , ,9938,0,3.708,9938,3.708,9938,3.708,9938,3.708,20000,19876
20260807,B06657492,KR6066574924,LG전자93-4,일반채권, , ,9120,0,4.431,9120,4.431,9120,4.431,9120,4.431,50000,45600
20260807,B066971F9,KR6066971F95,엘앤에프7,일반채권, , ,9608,37.5,4.477,9570.5,4.576,9608,4.477,9570.5,4.576,116430000,111767900
20260807,B067171G1,KR6067171G17,오텍13,일반채권, , ,9010,0,6.673,9200,6.149,9200,6.149,9010,6.673,80240000,73820040
20260807,B068172BB,KR6068172BB2,한국동서발전40-2,일반채권, , ,9982.5,0,3.624,9985,3.519,9985,3.519,9982.5,3.624,301910000,301421733
20260807,B073981D5,KR6073981D59,교보생명보험신종자본증권 4(지),일반채권, , ,10190,-10,5.761,10227,5.734,10227,5.734,10190,5.761,9450000,9662850
20260807,B073981EB,KR6073981EB3,교보생명보험신종자본증권 6,일반채권, , ,9800,0,4.8,9800,4.8,9800,4.8,9800,4.8,10000,9800
20260807,B079161C7,KR6079161C75,씨제이 씨지브이35CB(신종),일반채권, , ,10379,-21,0,10356,0,10393,0,10350,0,379750000,393661440
20260807,B079161F7,KR6079161F72,씨제이 씨지브이41-1,일반채권, , ,10016,25.3,5.649,10020,5.559,10022,5.515,10000.1,6.007,89720000,89881513
20260807,B079162F7,KR6079162F71,씨제이 씨지브이41-2,일반채권, , ,10004.8,4.8,5.825,9980,6.095,10004.8,5.825,9980,6.095,36900000,36840445
20260807,B082481C9,KR6082481C98,에이비엘생명보험1(후),일반채권, , ,10130,0,6.474,10130,6.474,10131,6.472,10130,6.474,60830000,61621300
20260807,B082481D3,KR6082481D30,에이비엘생명보험2(후),일반채권, , ,10168.5,0,6.365,10144,6.411,10168.5,6.365,10144,6.411,62740000,63765174
20260807,B082481E9,KR6082481E96,에이비엘생명보험3(후),일반채권, , ,10040,29,5.857,9950,5.997,10040,5.857,9950,5.997,191510000,191326192
20260807,B082481EC,KR6082481EC1,에이비엘생명보험4(후),일반채권, , ,9785,-65,5.727,9898,5.555,9898,5.555,9785,5.727,123150000,121665267
20260807,B086521F2,KR6086521F23,에코프로26-1,일반채권, , ,10109,0,2.89,10109,2.89,10109,2.89,10109,2.89,10000,10109
20260807,B086791C6,KR6086791C60,하나금융조건부(상)11,일반채권, , ,10047,0,4.561,10047,4.561,10047,4.561,10047,4.561,10000,10047
20260807,B086791D8,KR6086791D85,하나금융조건부(상)13,일반채권, , ,10020,0,5.239,10020,5.239,10020,5.239,10020,5.239,31980000,32043960
20260807,B086891DC,KR6086891DC9,이수앱지스8CB,일반채권, , ,10551,16,0,10527.6,0,11010,0,10527.6,0,302550000,329345728
20260807,B086951C6,KR6086951C66,푸본현대생명보험20(후),일반채권, , ,9800,169,6.752,9750,6.858,9800,6.752,9750,6.858,46270000,45342796
20260807,B086951D4,KR6086951D40,푸본현대생명보험23(후),일반채권, , ,9324,23.5,8.677,9787.5,7.751,9787.5,7.751,9316,8.694,4740000,4529927
20260807,B086951D6,KR6086951D65,푸본현대생명보험24(후),일반채권, , ,9332,18,8.658,9500,8.321,9500,8.321,9320.5,8.681,14220000,13410252
20260807,B086951E3,KR6086951E31,푸본현대생명보험26(후),일반채권, , ,8955,0,8.871,9100,8.592,9100,8.592,8955,8.871,60000,54452
20260807,B086951E5,KR6086951E56,푸본현대생명보험27(후),일반채권, , ,9059,-11.5,8.686,9060,8.684,9060,8.684,8980,8.835,224290000,202111082
20260807,B087801E8,KR6087801E80,케이디비생명보험12(후),일반채권, , ,9880,-9,6.027,9880,6.027,9880,6.027,9880,6.027,7080000,6995040
20260807,B088351C6,KR6088351C68,한화생명보험3(후),일반채권, , ,10039,4,5.368,10034,5.378,10039,5.368,10034,5.378,52490000,52678466
20260807,B088351D8,KR6088351D83,한화생명보험4(후),일반채권, , ,10165,41,5.725,10121,5.802,10165,5.725,10121,5.802,33700000,34160761
20260807,B088351E7,KR6088351E74,한화생명보험신종자본증권 5,일반채권, , ,9715,-33,5.008,9740,4.991,9740,4.991,9714,5.008,50200000,48892190
20260807,B095081C3,KR6095081C37,흥국생명보험신종자본증권 2,일반채권, , ,9939,0,4.875,9939,4.875,9939,4.875,9939,4.875,160000000,159024000
20260807,B095081C9,KR6095081C94,흥국생명보험8(후),일반채권, , ,10100,.5,6.033,10105,6.024,10105,6.024,10047.5,6.136,11350000,11462237
20260807,B095081F2,KR6095081F26,흥국생명보험9(후),일반채권, , ,9550,47.5,5.602,9550,5.602,9551,5.6,9550,5.602,12620000,12052110
20260807,B095231FC,KR6095231FC2,애큐온캐피탈252-1,일반채권, , ,10054.9,0,3.911,10054.9,3.911,10054.9,3.911,10054.9,3.911,20000,20108
20260807,B095232FB,KR6095232FB2,애큐온캐피탈251-2,일반채권, , ,10020,0,4.941,10020,4.941,10020,4.941,10020,4.941,20000,20040
20260807,B095234F2,KR6095234F22,애큐온캐피탈241-4,일반채권, , ,10042.4,0,4.384,10042.4,4.384,10042.4,4.384,10042.4,4.384,10000,10042
20260807,B095234F3,KR6095234F30,애큐온캐피탈243-4,일반채권, , ,10017,1,4.775,10021,4.707,10021,4.707,10017,4.775,24010000,24050821
20260807,B095235F9,KR6095235F96,애큐온캐피탈250-5,일반채권, , ,9820,40,5.586,9820,5.586,9820,5.586,9820,5.586,2490000,2445180
20260807,B095237F9,KR6095237F94,애큐온캐피탈250-7,일반채권, , ,10000,0,4.548,9830,5.445,10000,4.548,9830,5.445,14160000,13973000
20260807,B0959219A,KR60959219A1,현대커머셜366,일반채권, , ,9613,-15,4.093,9613,4.093,9613,4.093,9613,4.093,20000,19226
20260807,B103161EB,KR6103161EB6,풀무원식품신종자본증권 77,일반채권, , ,9697,-1,6.548,9697,6.548,9697,6.548,9697,6.548,980000,950306
20260807,B105561C2,KR6105561C25,KB금융조건부(상)8-1,일반채권, , ,10030,0,4.024,10030,4.024,10030,4.024,10030,4.024,10000,10030
20260807,B105561C5,KR6105561C58,KB금융조건부(상)9-1,일반채권, , ,10050,25,4.708,10040,4.713,10050,4.708,10026,4.719,85220000,85603648
20260807,B105561D2,KR6105561D24,KB금융조건부(상)11-2,일반채권, , ,9900,0,5.083,9900,5.083,9900,5.083,9900,5.083,930000,920700
20260807,B105562B5,KR6105562B58,KB금융조건부(상)6-2(녹),일반채권, , ,9300,0,3.9,9300,3.9,9300,3.9,9300,3.9,22470000,20897100
20260807,B105563B2,KR6105563B24,KB금융조건부(상)5-3,일반채권, , ,9290,89,3.557,9290,3.557,9290,3.557,9290,3.557,20090000,18663610
20260807,B108261B8,KR6108261B80,케이비라이프생명보험2(후),일반채권, , ,10045,0,3.672,10040,3.682,10045,3.672,10040,3.682,1240000,1245218
20260807,B108672B9,KR6108672B91,LX하우시스13-2,일반채권, , ,10000,0,4.648,10000,4.648,10000,4.648,10000,4.648,360000,360000
20260807,B120112E4,KR6120112E42,코오롱인더스트리65-2,일반채권, , ,9933,0,5.936,9933,5.936,9933,5.936,9933,5.936,3990000,3963267
20260807,B123272EB,KR6123272EB7,코리아세븐30-2,일반채권, , ,10105,0,4.407,10099,4.651,10105,4.407,10099,4.651,21840000,22069051
20260807,B123892E4,KR6123892E42,한국자산신탁8-2,일반채권, , ,10100,-10,5.724,10110,5.584,10110,5.584,10100,5.724,47440000,47944585
20260807,B123892F2,KR6123892F25,한국자산신탁9-2,일반채권, , ,10000,0,5.761,10020,5.626,10020,5.626,10000,5.761,4400000,4403000
20260807,B138041E2,KR6138041E24,메리츠금융지주신종자본증권 6,일반채권, , ,10043,13,5.857,10006,5.884,10052,5.85,10006,5.884,1540000,1545130
20260807,B138041F4,KR6138041F49,메리츠금융지주신종자본증권 8,일반채권, , ,9575,45,5.009,9572,5.011,9732,4.903,9572,5.011,110350000,105660612
20260807,B138931D9,KR6138931D93,BNK금융 조건부(상)10,일반채권, , ,10120,20,5.672,10050,5.711,10120,5.672,10050,5.711,68960000,69547650
20260807,B138931E2,KR6138931E27,BNK금융 조건부(상)11,일반채권, , ,9901,0,5.077,9900,5.078,9988,5.033,9900,5.078,92490000,91747495
20260807,B139131D6,KR6139131D65,iM금융지주7(신종-영구-5콜),일반채권, , ,10120,0,5.768,10040,5.814,10120,5.768,10040,5.814,16700000,16833600
20260807,B139482G1,KR6139482G18,이마트29-2,일반채권, , ,9950,0,3.887,9950,3.887,9950,3.887,9950,3.887,10000,9950
20260807,B140481F8,KR6140481F83,제이티비씨41,일반채권, , ,3398,209,130.531,3398,130.531,3398,130.531,3398,130.531,800000,271840
20260807,B140481G2,KR6140481G25,제이티비씨42,일반채권, , ,3100,0,97.623,2880.1,103.749,3188,95.314,2880.1,103.749,76060000,23548431
20260807,B140483F2,KR6140483F24,제이티비씨37-2,일반채권, , ,3197.9,8.9,249.639,3081,258.411,3197.9,249.639,3081,258.411,1590000,489995
20260807,B150351D9,KR6150351D99,삼척블루파워9,일반채권, , ,10078,7.5,4.311,10079.9,4.13,10079.9,4.13,10075,4.597,74140000,74719164
20260807,B150351E6,KR6150351E64,삼척블루파워10,일반채권, , ,10115,25,5.513,10110,5.571,10115,5.513,10090,5.803,106070000,107236580
20260807,B150351E9,KR6150351E98,삼척블루파워11,일반채권, , ,10145.9,46.9,5.36,10098.9,5.8,10145.9,5.36,10098.9,5.8,259120000,261754473
20260807,B150351F4,KR6150351F48,삼척블루파워12,일반채권, , ,9979,1,5.874,9980,5.868,9980,5.868,9970.1,5.929,196300000,195886314
20260807,B150351F8,KR6150351F89,삼척블루파워13,일반채권, , ,9970,-6,5.774,9975,5.748,9976,5.743,9970,5.774,51790000,51659481
20260807,B150351G2,KR6150351G21,삼척블루파워14,일반채권, , ,10074,6,6.181,10071.5,6.192,10098,6.08,10071.5,6.192,266650000,268650857
20260807,B155722G3,KR6155722G30,한화에너지27-2,일반채권, , ,9917.5,0,4.54,9917.5,4.54,9917.5,4.54,9917.5,4.54,5010000,4968667
20260807,B157181C3,KR6157181C34,농협생명보험2(후),일반채권, , ,10000,0,4.439,10000,4.439,10000,4.439,10000,4.439,11710000,11710000
20260807,B166261FB,KR6166261FB5,농협금융 조건부(상)8,일반채권, , ,9690,0,3.748,9690,3.748,9690,3.748,9690,3.748,1500000000,1453500000
20260807,B169371E6,KR6169371E60,메리츠캐피탈신종자본증권 257,일반채권, , ,10050,-139,6.667,10187,6.559,10187,6.559,10050,6.667,3190000,3248595
20260807,B169376F6,KR6169376F64,메리츠캐피탈신종자본증권 280,일반채권, , ,9615,13,5.701,9615,5.701,9615,5.701,9615,5.701,10000,9615
20260807,B169379E5,KR6169379E54,메리츠캐피탈256-4,일반채권, , ,10185,0,-12.433,10185,-12.433,10185,-12.433,10185,-12.433,30000,30555
20260807,B175331E4,KR6175331E41,JB금융지주조건부(상)7(신종-영구-5콜),일반채권, , ,10039,0,5.186,10039,5.186,10039,5.186,10039,5.186,100000,100390
20260807,B175331E9,KR6175331E90,JB금융지주조건부(상)8(신종-영구-5콜),일반채권, , ,9750,0,4.786,9750,4.786,9750,4.786,9750,4.786,3320000,3237000
20260807,B175331EC,KR6175331EC6,JB금융지주조건부(상)9(신종-영구-5콜),일반채권, , ,9900,0,5.001,9900,5.001,9900,5.001,9900,5.001,2020000,1999800
20260807,B181651DA,KR6181651DA5,에스케이인천석화신종2,일반채권, , ,10050,-26,7.289,10050,7.289,10050,7.289,10050,7.289,15440000,15517200
20260807,B181652C2,KR6181652C26,에스케이인천석유화학23-2,일반채권, , ,10020,0,3.498,10020,3.498,10020,3.498,10020,3.498,20000000,20040000
20260807,B192521C5,KR6192521C55,경남은행 조건부(상)22-05이(신)영A10(사),일반채권, , ,10024,-86,5.253,10024,5.253,10024,5.253,10024,5.253,10000,10024
20260807,B206352E9,KR6206352E97,에스케이어드밴스드14-2,일반채권, , ,10027.9,2.9,8.498,10028,8.487,10028,8.487,10023,9.055,517020000,518324115
20260807,B214341F3,KR6214341F37,한국투자캐피탈125-1,일반채권, , ,10045,0,4.54,10045,4.54,10045,4.54,10045,4.54,5770000,5795965
20260807,B214341F6,KR6214341F60,한국투자캐피탈127-1,일반채권, , ,10049.6,81.6,3.883,10049.6,3.883,10049.6,3.883,10049.6,3.883,10000,10049
20260807,B214342EA,KR6214342EA0,한국투자캐피탈114-2,일반채권, , ,10055,9,3.9,10055,3.9,10055,3.9,10054.9,3.907,11410000,11472750
20260807,B214342G3,KR6214342G35,한국투자캐피탈134-2,일반채권, , ,9965,0,5.148,9790,6.307,9965,5.148,9790,6.307,9790000,9701667
20260807,B214343F4,KR6214343F43,한국투자캐피탈126-3,일반채권, , ,10000,-10,4.787,10010,4.63,10010,4.63,10000,4.787,910000,910010
20260807,B214343G3,KR6214343G34,한국투자캐피탈134-3,일반채권, , ,9980,20,5.049,9960,5.18,9980,5.049,9960,5.18,16510000,16458760
20260807,B214344F6,KR6214344F67,한국투자캐피탈128-2,일반채권, , ,10038,3,4.017,10038,4.017,10038,4.017,10038,4.017,10000,10038
20260807,B214346EB,KR6214346EB9,한국투자캐피탈117-5,일반채권, , ,10137.7,0,3.662,10137.7,3.662,10137.7,3.662,10137.7,3.662,10000,10137
20260807,B214348E4,KR6214348E49,한국투자캐피탈111-3,일반채권, , ,10131,0,4.429,9990,6.552,10131,4.429,9990,6.552,9190000,9201960
20260807,B21434AEB,KR621434AEB8,한국투자캐피탈119-3,일반채권, , ,10099,0,3.849,10099,3.849,10099,3.849,10099,3.849,10000,10099
20260807,B251272E3,KR6251272E33,넷마블2-2,일반채권, , ,10110,-28.3,4.522,10110,4.522,10110,4.522,10110,4.522,12810000,12950910
20260807,B290291F8,KR6290291F86,신한자산신탁1,일반채권, , ,10050,0,5.036,10050,5.036,10050,5.036,10050,5.036,10000,10050
20260807,B294871F6,KR6294871F60,IPARK현대산업개발5-1,일반채권, , ,9950,0,4.694,9950,4.694,9950,4.694,9950,4.694,4970000,4945150
20260807,B310101F4,KR6310101F41,키움캐피탈214,일반채권, , ,10036.7,1.7,3.731,10036.7,3.731,10036.7,3.731,10036.7,3.731,10000,10036
20260807,B310102F3,KR6310102F32,키움캐피탈211-2,일반채권, , ,10050,0,7.627,10050,7.627,10050,7.627,10050,7.627,10000,10050
20260807,B310102FC,KR6310102FC4,키움캐피탈229-2,일반채권, , ,10050,40,4.238,10050,4.238,10050,4.238,10050,4.238,1000000,1005000
20260807,B310106F6,KR6310106F61,키움캐피탈222-2,일반채권, , ,10010,10,4.708,10000,4.868,10010,4.708,10000,4.868,10800000,10805500
20260807,B310107F6,KR6310107F60,키움캐피탈222-3,일반채권, , ,9999,0,4.823,9999.9,4.812,9999.9,4.812,9999,4.823,7610000,7609383
20260807,B310108F3,KR6310108F36,키움캐피탈213-2,일반채권, , ,10046,0,4.772,10046,4.772,10046,4.772,10046,4.772,1348190000,1354391674
20260807,B31614199,KR6316141995,우리금융조건부(상)3-1(후),일반채권, , ,9830,-70,4.084,9830,4.084,9830,4.084,9830,4.084,1510000,1484330
20260807,B316141C2,KR6316141C27,우리금융조건부(상)11(신종),일반채권, , ,10010,50,4.133,10010,4.133,10010,4.133,10010,4.133,13360000,13373360
20260807,B316141D2,KR6316141D26,우리금융조건부(상)14(신종),일반채권, , ,10000,0,4.666,10000,4.666,10000,4.666,9980,4.675,15890000,15883500
20260807,B316141E2,KR6316141E25,우리금융조건부(상)16(신종),일반채권, , ,9950,0,4.512,9950,4.512,9950,4.512,9950,4.512,520000,517400
20260807,B329183E1,KR6329183E19,에이치디현대중공업8-3,일반채권, , ,10049.5,0,3.781,10049.5,3.781,10049.5,3.781,10049.5,3.781,100000,100495
20260807,B331593E2,KR6331593E27,에이치디현대케미칼6-3,일반채권, , ,9998.5,0,4.942,9990,4.978,9999.5,4.938,9700,6.241,2310000,2301754
20260807,B336262F3,KR6336262F33,두산퓨얼셀10-2,일반채권, , ,10064,-11.1,5.197,10070,5.158,10070,5.158,10021,5.483,48780000,48961172
20260807,B336262F8,KR6336262F82,두산퓨얼셀11-2,일반채권, , ,10050.5,-29,5.248,10010.5,5.456,10050.5,5.248,10010.5,5.456,6630000,6646610
20260807,B348371EB,KR6348371EB6,엔켐14CB,일반채권, , ,5870,-118,0,6000,0,6000,0,5805.5,0,962990000,565719405
20260807,B361612E2,KR6361612E21,SK아이이테크놀로지1-2,일반채권, , ,10060,0,5.326,10060,5.326,10060,5.326,10060,5.326,13760000,13842560
20260807,B361612FA,KR6361612FA4,SK아이이테크놀로지6-2(녹),일반채권, , ,10000,0,4.658,10000,4.658,10000,4.658,10000,4.658,3700000,3700000
20260807,B404712DA,KR6404712DA6,에스케이온4-2(녹),일반채권, , ,10030,0,5.001,10030,5.001,10030,5.001,10030,5.001,5000000,5015000
20260807,B404712E3,KR6404712E36,에스케이온5-2(녹),일반채권, , ,10060,0,5.05,10055,5.139,10060,5.05,10055,5.139,3150000,3167645
20260807,B427082F2,KR6427082F20,세아베스틸2-2,일반채권, , ,9813.5,0,4.593,9813.5,4.593,9813.5,4.593,9813.5,4.593,330000,323845
20260807,B473521DC,KR6473521DC3,뉴스타반포3제일차유1,일반채권, , ,10055,0,4.185,10055,4.185,10055,4.185,10055,4.185,140000,140770
20260807,L0355P269,KRC0355P2694,국고채원금03290-2609(21-7),KTS,2,경과,9975.9,2,2.844,9976.2,2.808,9976.2,2.808,9975.9,2.844,21000000000,20949750000
20260807,L035AP26C,KRC035AP26C3,국고채원금03580-2612(16-8),KTS,4,경과,9899.2,2.4,3.046,9899.3,3.043,9899.8,3.028,9899,3.052,24000000000,23758290000
20260807,L035FP273,KRC035FP2732,국고채원금03260-2703(07-3),KTS,20,경과,9807.8,.8,3.373,9808,3.37,9808.2,3.366,9807.8,3.373,20000000000,19616265000
